book_page_url,isbn,title,subtitle,cover_image,publisher,pub_date,author_primary,author_secondary,awards,book_description,spec_all,category_all
,,L'année de Jules,Un poisson dans le dos,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/0/0/2/9782700243857FS.gif,"[""Rageot"", ""Petit roman""]",A paraître le : 18/02/2015,"Hubert Ben Kemoun, Colonel Moutarde",,,"C’est le premier avril ! Léo et Jules ont découpé et colorié de nombreux poissons qu’ils accrochent au dos de leurs camarades. Dans la cour ils enchaînent les blagues et se croient les rois du Poisson d’avril. Mais une fois en classe, l’ambiance change : d’un air sévère, la maîtresse leur annonce un programme drôlement bizarre… Une série amusante et tendre, qui déroule mois après mois les péripéties de la vie quotidienne d’un petit garçon et ses apprentissages. Le lecteur découvre Jules à l’école, en classe, en récréation, chez ses amis ou dans son cadre familial. Très largement illustrée par Colonel Moutarde, cette série d’Hubert Ben Kemoun inscrit l’enfant à la fois dans la société et dans son imaginaire. L’écriture du Je permet une proximité complice entre le lecteur et le héros.","Date de parution : 18/02/2015 Editeur : Rageot Collection : Petit roman ISBN : 978-2-7002-4385-7 EAN : 9782700243857 Nb. de pages : 40 pages Poids : 0,085 Kg Dimensions : 13,5 cm × 18,0 cm × 0,0 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Autres collections 6-9 ans >
,,La vérité aux enchères (Cartonné),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/0/1/1/9782701157672FS.gif,"[""Belin"", ""Charivari""]",Paru le : 06/10/2011,Cornelia Franz,Sylvia Gehlert (Traducteur),,"Jan vit en Allemagne dans une famille apparemment "" sans histoires "". Au hasard d'une vente aux enchères, il découvre un secret concernant les origines de la fortune familiale, à l'époque du nazisme. Sa vie bascule, il prend la fuite. Sur la route, il rencontre Sunny. Tous deux se lient sans rien savoir l'un de l'autre. Durant leur périple, Jan découvrira un mode de vie, parfois proche de la délinquance, mais aussi la solidarité, l'improvisation, le goût de l'instant présent, et l'amour. Un monde aux antipodes de celui dans lequel il a baigné jusqu'alors.","Date de parution : 06/10/2011 Editeur : Belin Collection : Charivari ISBN : 978-2-7011-5767-2 EAN : 9782701157672 Présentation : Cartonné Nb. de pages : 208 pages Poids : 0,27 Kg Dimensions : 12,1 cm × 21,0 cm × 1,4 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Autres éditeurs >
,,"Je découvre la Provence-Alpes-Côte d'Azur - Coloriage des monuments, paysages et autres beautés de Provence-Alpes-Côte d'Azur (Broché)",,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/0/2/7/9782702715253FS.gif,"[""Chiron"", ""Je découvre""]",Paru le : 19/05/2014,Marie-Pierre Tiffoin,,,,"Date de parution : 19/05/2014 Editeur : Chiron Collection : Je découvre ISBN : 978-2-7027-1525-3 EAN : 9782702715253 Format : Album Présentation : Broché Nb. de pages : 32 pages Poids : 0,11 Kg Dimensions : 21,0 cm × 21,0 cm × 0,5 cm",Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Découvrir le monde 6-10 ans > Livres > Jeunesse > Documentaires > Découvrir le monde 6-10 ans > La France > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus >
,,"Aimé de Dieu, appelés à en vivre - Itinéraire pour une retraite de profession de foi 12-13 ans (Broché)",,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/1/0/5/9782710505198FS.gif,"[""Coédition MAME/Tardy"", ""A la rencontre du seigneur""]",Paru le : 28/06/2013,Diffusion Catéchistique Lyon,"Julie Olivier (Illustrateur), Margaux Kindhauser (Illustrateur)",,"Tu aimeras le Seigneur ton Dieu de tout ton coeur, de toute ton âme et de tout ton esprit. Voilà le grand, le premier commandement. Et voici le second, qui lui est semblable : Tu aimeras ton prochain comme toi-même.","Date de parution : 28/06/2013 Editeur : Coédition MAME/Tardy Collection : A la rencontre du seigneur ISBN : 978-2-7105-0519-8 EAN : 9782710505198 Présentation : Broché Nb. de pages : 24 pages Poids : 0,065 Kg Dimensions : 16,5 cm × 22,0 cm × 0,1 cm","Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Catéchèse > Livres > Jeunesse > Religion jeunesse > Livres > Jeunesse > Religion jeunesse > Catéchèse >"
,,Jade (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/2/3/4/9782723491693FS.gif,"[""Glénat"", ""Tchô !""]",Paru le : 05/06/2013,Ulysse Malassagne,,,"""Mon action est mon seul bien, mon action est mon héritage, mon action est la matrice qui me fait naître, mon action est ma race, mon action est mon refuge"". Bouddha.","Date de parution : 05/06/2013 Editeur : Glénat Collection : Tchô ! ISBN : 978-2-7234-9169-3 EAN : 9782723491693 Format : Album Présentation : Relié Nb. de pages : 87 pages Poids : 0,472 Kg Dimensions : 18,0 cm × 24,3 cm × 1,6 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Castor benjamin-cadet >
,,Les Chronokids Tome 5 (Relié),Contre la fin du monde,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/2/3/4/9782723492034FS.gif,"[""Glénat"", ""Tchô !""]",Paru le : 28/11/2012,"Zep, Stan, Vince",,,,"Date de parution : 28/11/2012 Editeur : Glénat Collection : Tchô ! ISBN : 978-2-7234-9203-4 EAN : 9782723492034 Format : Album Présentation : Relié Nb. de pages : 48 pages Poids : 0,395 Kg Dimensions : 21,7 cm × 29,3 cm × 1,1 cm",Livres > Bandes dessinées & humour > BD jeunesse > Livres > Bandes dessinées & humour > BD jeunesse > Aventure > Livres > Jeunesse > BD jeunesse > Livres > Jeunesse > BD jeunesse > Aventure >
,,L'arche de Noé en autocollants (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/2/8/9/9782728917174FS.gif,Mame,Paru le : 24/05/2013,"Karine-Marie Amiot, Maëlle C",,,Découvre la belle histoire de l'arche de Noé ! Chaque mot en couleur correspond à un autocollant. A toi de compléter les illustrations !,"Date de parution : 24/05/2013 Editeur : Mame ISBN : 978-2-7289-1717-4 EAN : 9782728917174 Présentation : Broché Nb. de pages : 12 pages Poids : 0,1 Kg Dimensions : 22,5 cm × 22,5 cm × 0,3 cm","Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Livres > Arts, société & sciences humaines > Religions > Religion jeunesse > Eveil de la foi > Livres > Jeunesse > Religion jeunesse > Livres > Jeunesse > Religion jeunesse > Eveil de la foi >"
,,Le Petit Prince Tome 12 (Relié),La planète du Ludokaa,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/2/3/4/9782723492027FS.gif,Glénat,Paru le : 21/11/2012,"Clélia Constantine, Clotilde Bruneau, Diane Fayolle, Clara Karunakara-Chardavoine",Collectif,,"ÐÏà¡±á> þÿ !# þÿÿÿ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿì¥ÁI ¿ ” bjbj²³²³ ÐÙ ÐÙ ” ÿÿÿÿÿÿ]ÊÊÊÊÊÊÊÞÞÞÞÞ ê Þñ . ¶ ¸ ¸ ¸ ¸ ¸ ¸ $ ô  ¨Ü Ê Ü $ ÊÊ $ $ $ ""Ê Ê ¶ ÞÞÊÊÊÊ ¶ $ ’$ ¶ ÊÊ¶ ö °€ÎeeÔÍ ÞÞ$ ¶ Le Petit Prince est retourné sur son astéroïde B612. Depuis, entre l'amitié de sa Rose et de Renard, il vit paisiblement en rêvant dans le ciel étoilé. Mais voici que des étoiles s'éteignent : un vieil ennemi, le Serpent, s'attaque à l'univers Seul Le Petit Prince pourra s'opposer à ce briseur de rêves. Ainsi s'ouvre le chemin de l'aventure pour Le Petit Prince et Renard. Sur cette planète, deux peuples s'entre-déchirent pour assister au coucher de soleil. Un jour, au lieu de se battre, les deux peuples décident de s'affronter en jouant au Ludokaa. Mais cette fois, à la veille de la partie, les deux camps sont sur le point de replonger dans la guerre. ” ” ý ” °‚. °ÆA!°€ ""°€ #‰ $‰ %° [ 0@ñÿ 0 Normal CJ$OJ QJ mH 2A@òÿ¡2Police par défaut4Z ò4 Texte brut  CJOJ QJ ” ÿÿÿÿ ” ” ” "" ) Œ ’ –  ÿÿ NUM_42C:OCR9782723492027R.doc NUM_42C:OCR9782723492027R.txt.docÿ@€ ŒÈÔ ” ` @ G ‡z€ ÿTimes New Roman5 €Symbol3&  ‡z€ ÿArial7&  ‡ ŸVerdana?5 ‡z€ ÿCourier New"" p ˆÄ © Û: §Û: § _  $ ¥ À ´´€0œ ÿÿ3Le Petit Prince est retourné sur son astéroïde B612 NUM_42 NUM_42þÿ à…ŸòùOh«‘ +'³Ù0„  ˆ  Ì Ø è ô  $ @ L X d l t | ä 4Le Petit Prince est retourné sur son astéroïde B612 e P NUM_42t UM_Normal.doti NUM_42d 2M_Microsoft Word 8.0 @FÃ#@²deÔÍ @²deÔÍ _ þÿ ÕÍÕœ.“— +,ù®D ÕÍÕœ.“— +,ù®d hp € ˆ˜ ¨°¸ À ä  Decitre œ ³  4Le Petit Prince est retourné sur son astéroïde B612   Titre ˜ 6 > _PID_GUID ä AN{9DD19F51-0184-46AA-96F7-3A181FA92126} þÿÿÿ  þÿÿÿþÿÿÿþÿÿÿýÿÿÿ""þÿÿÿþÿÿÿþÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿRoot Entry ÿÿÿÿÿÿÿÿ ÀF¢;ÌeeÔÍ gÚeeÔÍ $€1Table ÿÿÿÿ ÿÿÿÿ WordDocument ÿÿÿÿÿÿÿÿ SummaryInformation( ÿÿÿÿ DocumentSummaryInformation8 ÿÿÿÿÿÿÿÿÿÿÿÿ CompObj ÿÿÿÿÿÿÿÿÿÿÿÿjÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ þÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ þÿ ÿÿÿÿ ÀFDocument Microsoft Word MSWordDocWord.Document.8ô9²q","Date de parution : 21/11/2012 Editeur : Glénat ISBN : 978-2-7234-9202-7 EAN : 9782723492027 Format : Album Présentation : Relié Nb. de pages : 50 pages Poids : 0,418 Kg Dimensions : 21,7 cm × 29,3 cm × 1,1 cm",Livres > Bandes dessinées & humour > BD jeunesse > Livres > Bandes dessinées & humour > BD jeunesse > Aventure > Livres > Jeunesse > BD jeunesse > Livres > Jeunesse > BD jeunesse > Aventure >
,,Le loup qui cherchait une amoureuse (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/3/3/8/9782733819685FS.gif,Auzou (Editions),Paru le : 09/02/2012,"Orianne Lallemand, Eléonore Thuillier",,,"Il était une fois un gros loup noir, plutôt mignon, plutôt gentil, mais qui n'avait pas d'amoureuse. Un jour, il décida d'en trouver une. Mais comment savoir si c'était bien la louve de sa vie ? Facile ! Quand il la verra, il aura les jambes flagada, la cervelle en chocolat et le cœur qui bat !","Date de parution : 09/02/2012 Editeur : Auzou (Editions) ISBN : 978-2-7338-1968-5 EAN : 9782733819685 Présentation : Relié Nb. de pages : 31 pages Poids : 0,18 Kg Dimensions : 21,5 cm × 21,5 cm × 0,5 cm",Livres > Jeunesse > Actualité éditoriale > Saint Valentin > Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums petit format 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums petit format 3-6 ans > Autres collections > Livres > Jeunesse > Albums 0-6 ans > En ce moment >
,,Jacques et le haricot magique (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/3/3/8/9782733819012FS.gif,"[""Auzou (Editions)"", ""Les p'tits classiques""]",Paru le : 12/01/2012,Virginie Guérin,,,"Avec la collection des ""p'tits classiques"", les enfants découvrent les contes qui vont les accompagner tout au long de leur vie. Voici une collection d'histoires tendres à raconter et à offrir, pour partager des moments agréables et rêver ensemble...","Date de parution : 12/01/2012 Editeur : Auzou (Editions) Collection : Les p'tits classiques ISBN : 978-2-7338-1901-2 EAN : 9782733819012 Présentation : Broché Nb. de pages : 20 pages Poids : 0,1 Kg Dimensions : 17,3 cm × 22,3 cm × 0,4 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Contes de toujours >
,,Le loup qui cherchait une amoureuse (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/3/3/8/9782733822999FS.gif,"[""Auzou (Editions)"", ""Mes grands albums""]",Paru le : 31/01/2013,"Orianne Lallemand, Eléonore Thuillier",,,"Il était une fois un gros loup noir, plutôt mignon, plutôt gentil, mais qui n'avait pas d'amoureuse. Un jour, il décida d'en trouver une. Mais comment savoir si c'était bien la louve de sa vie ? Facile ! Quand il la verra, il aura les jambes flagada, la cervelle en chocolat et le coeur qui bat !","Date de parution : 31/01/2013 Editeur : Auzou (Editions) Collection : Mes grands albums ISBN : 978-2-7338-2299-9 EAN : 9782733822999 Format : Album Présentation : Broché Nb. de pages : 31 pages Poids : 0,534 Kg Dimensions : 25,6 cm × 25,6 cm × 1,4 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Légendes et contes d'Alsace (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/3/7/3/9782737356261FS.gif,"[""Ouest-France"", ""L'histoire illustrée""]",Paru le : 12/09/2012,Nicole Lazzarini,Jean-Noël Rochut (Illustrateur),,"Dans cet ouvrage pour enfants très joliment illustré par Jean-Noël Rochut, Nicole Lazzarini nous raconte les légendes associées aux grands personnages qui ont construit ou vécu en Alsace : Sainte Odile, la sorcière de Riquewihr, les sires de Ribeaupierre, les géants du Nideck... Ce sont 12 belles histoires qui rattacheront les enfants à leur patrimoine régional.","Date de parution : 12/09/2012 Editeur : Ouest-France Collection : L'histoire illustrée ISBN : 978-2-7373-5626-1 EAN : 9782737356261 Format : Album Présentation : Broché Nb. de pages : 60 pages Poids : 0,43 Kg Dimensions : 20,0 cm × 26,7 cm × 0,9 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Contes de toujours >
,,Parle-moi de la Premiere Guerre mondiale (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/7/3/7/3/9782737363849FS.gif,"[""Ouest-France"", ""Parle-moi...""]",Paru le : 22/05/2014,"Isabelle Bournier, Emmanuel Chaunu",,,"La Première Guerre mondiale et le courage de ses combattants resteront à jamais dans notre mémoire. Pour comprendre ce qui s'est passé, laisse-toi guider et découvre les causes et les conséquences de cette Grande Guerre, les combats dans tes tranchées, la vie quotidienne des poilus... Photos, affiches, objets, jeux pour tester ses connaissances accompagnent un texte simple et pédagogique.","Date de parution : 22/05/2014 Editeur : Ouest-France Collection : Parle-moi... ISBN : 978-2-7373-6384-9 EAN : 9782737363849 Présentation : Broché Nb. de pages : 18 pages Poids : 0,089 Kg Dimensions : 19,4 cm × 25,8 cm × 0,3 cm",Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus > Livres > Jeunesse > Documentaires > Histoire 6-10 ans > Livres > Jeunesse > Documentaires > Histoire 6-10 ans > De la Révolution à nos jours >
