book_page_url,isbn,title,subtitle,cover_image,publisher,pub_date,author_primary,author_secondary,awards,book_description,spec_all,category_all
,,Oops et Ohlala à la ferme (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/2/6/9782362661037FS.gif,"[""Talents Hauts (Editions)"", ""Oops & Ohlala""]",Paru le : 13/02/2014,"Mellow, Amélie Graux",,,,"Date de parution : 13/02/2014 Editeur : Talents Hauts (Editions) Collection : Oops & Ohlala ISBN : 978-2-36266-103-7 EAN : 9782362661037 Format : Album Présentation : Broché Nb. de pages : 18 pages Poids : 0,112 Kg Dimensions : 15,6 cm × 15,6 cm × 0,7 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Comprendre 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Comprendre 3-6 ans > La vie quotidienne >
,,Révolution dans la savane (Relié),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/2/6/9782362661044FS.gif,Talents Hauts (Editions),Paru le : 12/06/2014,Amélie Graux,,,"Toute la journée, les lionnes travaillent, tandis que le lion se prélasse et donne des ordres. Choqués par le comportement de leur père, le roi des machos, les lionceaux partent à l'aventure. Leurs découvertes vont semer un grain de révolte dans la savane...","Date de parution : 12/06/2014 Editeur : Talents Hauts (Editions) ISBN : 978-2-36266-104-4 EAN : 9782362661044 Format : Album Présentation : Relié Nb. de pages : 17 pages Poids : 0,29 Kg Dimensions : 21,7 cm × 20,7 cm × 0,9 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,La déclaration des droits des garçons (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/2/6/9782362661075FS.gif,Talents Hauts (Editions),Paru le : 06/03/2014,"Elisabeth Brami, Estelle Billon-Spagnol",,,"Les garçons comme les filles ont le droit de pleurer, de jouer a la poupée, de porter du rose, d'être bons en lecture, de ne pas être tous les jours des super-héros, d'aimer qui ils préfèrent : fille ou garçon (ou les deux).","Date de parution : 06/03/2014 Editeur : Talents Hauts (Editions) ISBN : 978-2-36266-107-5 EAN : 9782362661075 Présentation : Broché Nb. de pages : 32 pages Poids : 0,195 Kg Dimensions : 15,7 cm × 21,8 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,La demoiselle et la pipistrelle (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/3/8/9782363880109FS.gif,Belcastel Editions,Paru le : 20/12/2012,Catherine Bouin,,,"Elles habitent la même maison et ne s'étaient jamais rencontrées. Deux demoiselles que tout oppose et qui pourtant, se ressemblent tant se croisent sans jamais se voir dans ce livre d'une finesse de toute beauté. Un texte poétique accompagné de magnifiques illustrations, véritable ode à la différence.","Date de parution : 20/12/2012 Editeur : Belcastel Editions ISBN : 978-2-36388-010-9 EAN : 9782363880109 Présentation : Broché Nb. de pages : 28 pages Poids : 0,44 Kg Dimensions : 20,0 cm × 20,0 cm × 0,1 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Le pays des mots perdus (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/4/2/9782364210158FS.gif,Alpha Book Editions,Paru le : 11/05/2012,"Laure Phélipon, Stéphanie François",,,"Eoghan est un petit garçon solitaire qui a beaucoup de difficulté pour parler. Il n'a pas d'ami. Sa maman a du mal à le comprendre. Au cours d'une sortie scolaire, les enfants de sa classe vont se moquer de lui et c'est à partir de ce moment que sa vie va changer...","Date de parution : 11/05/2012 Editeur : Alpha Book Editions ISBN : 978-2-36421-015-8 EAN : 9782364210158 Format : Album Présentation : Broché Nb. de pages : 24 pages Poids : 0,38 Kg Dimensions : 20,5 cm × 28,0 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Petit crocodile a perdu sa dent (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/4/2/9782364210165FS.gif,Alpha Book Editions,Paru le : 03/01/2012,"Karine Quesada, Manola",,,"Depuis toute petite, Manola aime dessiner, et elle rêve de devenir créatrice de mode. Adolescente elle fréquente le lycée artistique de sa ville natale puis poursuit ses études à la faculté des sciences de la communication. Pour payer ses études, elle fait beaucoup d'emplois différents mais continue à dessiner lors de ses pauses partout ou elle le peut. Son travail est remarqué et elle est engagée dans une maison d'édition ""Casa Editrice Lisciani"" où elle illustre albums et manuels scolaires pendant quatre ans. Aujourd'hui, elle se régale à mettre en images les mots qui lui sont confiés.","Date de parution : 03/01/2012 Editeur : Alpha Book Editions ISBN : 978-2-36421-016-5 EAN : 9782364210165 Format : Album Présentation : Broché Nb. de pages : 30 pages Poids : 0,33 Kg Dimensions : 25,5 cm × 19,0 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Mette et les cygnes sauvages (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/4/7/9782364741553FS.gif,Thierry Magnier,Paru le : 17/10/2012,"Muriel Bloch, Sandra Dufour",,,"Il était une fois un marchand, sa femme et leurs douze enfants. Après la mort de leur mère et le remariage de leur père, leur belle-mère, qui jugeait leur présence insupportable, bannit les onze garçons dans une contrée lointaine en leur jetant un sort terrible... Condamnés à être cygnes le jour et humains la nuit, seule leur petite soeur, Mette, peut les sauver. Elle doit tisser de ses mains onze manteaux d'orties, cachée dans une maison abandonnée, sans parler, rire ni pleurer, au risque d'y perdre la vie... Une version originale du célèbre conte d'Andersen, Les cygnes sauvages.","Date de parution : 17/10/2012 Editeur : Thierry Magnier ISBN : 978-2-36474-155-3 EAN : 9782364741553 Format : Album Présentation : Broché Nb. de pages : 32 pages Poids : 0,527 Kg Dimensions : 23,1 cm × 34,0 cm × 0,8 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Le soulier noir (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/4/7/9782364741560FS.gif,Thierry Magnier,Paru le : 10/10/2012,"Françoise Legendre, Jean-François Martin",,,"15 juin 1938. Le jour de ses six ans, Simon reçoit une belle paire de souliers noirs, celle dont il rêvait en passant tous les matins devant la boutique du vieux Jakob. Des mois plus tard, une nuit, alors que des soldats s'engouffrent chez lui pour les emmener, lui et sa famille, dans le froid, Simon n'a pas le temps d'enfiler ses deux souliers et il en laisse un, là, bien droit sur le parquet de sa chambre. Sauvé par sa maman qui le pousse dans les bras d'une voisine, Simon survit, vit, grandit et reçoit un jour un paquet qui le replonge dans son passé... A travers l'histoire de ce soulier, l'auteur parle de la guerre et de l'exode avec pudeur et poésie.","Date de parution : 10/10/2012 Editeur : Thierry Magnier ISBN : 978-2-36474-156-0 EAN : 9782364741560 Présentation : Broché Nb. de pages : 24 pages Poids : 0,288 Kg Dimensions : 21,7 cm × 21,9 cm × 0,9 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Sauvetage dans la jungle (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/4/8/9782364802469FS.gif,"[""Huginn & Muninn"", ""Lego Friends""]",Paru le : 26/09/2014,Catherine Hapka,,,"4ème de couverture imprimer Rejoins les meilleures amies Mia, Emma, Andréa, Stéphanie et Olivia dans cette histoire passionnante des LEGO® Friends ! Suis les amies au coeur de la jungle pour une mission de sauvetage riche en aventures ! Quelle fabuleuse surprise Stéphanie réserve-t-elle aux filles ? Et Mia, la passionnée d'animaux, prouvera-t-elle l'existence du mystérieux singe blanc ? Bientôt, de nouvelles aventures des LEGO Friends !","Date de parution : 26/09/2014 Editeur : Huginn & Muninn Collection : Lego Friends ISBN : 978-2-36480-246-9 EAN : 9782364802469 Présentation : Broché Nb. de pages : 140 pages Poids : 0,148 Kg Dimensions : 13,0 cm × 18,1 cm × 1,1 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Autres collections 6-9 ans >
,,"Lego friends, roman 5 (Broché)",,,"[""Huginn & Muninn"", ""Lego Friends""]",Paru le : 12/09/2014,Huginn & Muninn,,,,Date de parution : 12/09/2014 Editeur : Huginn & Muninn Collection : Lego Friends ISBN : 978-2-36480-247-6 EAN : 9782364802476 Présentation : Broché Nb. de pages : 144 pages,Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Autres collections 6-9 ans >
,,Les bonnes odeurs du marché (Cartonné),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/6/5/9782366530919FS.gif,"[""Grenouille Editions"", ""Les bonnes odeurs""]",Paru le : 24/03/2014,Céline Lamour-Crochet,,,"Un livre avec des odeurs à découvrir au fil des pages, accompagné d'un imagier pour apprendre les animaux, les fleurs et les plantes. Des photographies choisies avec soin pour faire découvrir la nature aux tout-petits. Une belle idée cadeau.","Date de parution : 24/03/2014 Editeur : Grenouille Editions Collection : Les bonnes odeurs ISBN : 978-2-36653-091-9 EAN : 9782366530919 Format : Album Présentation : Cartonné Nb. de pages : 16 pages Poids : 0,32 Kg Dimensions : 18,0 cm × 18,0 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Premières notions (0-3 ans) > Livres > Jeunesse > Albums 0-6 ans > Premières notions (0-3 ans) > Imagiers & premiers dictionnaires >
,,Les bonnes odeurs de la nature (Cartonné),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/6/5/9782366530933FS.gif,"[""Grenouille Editions"", ""Les bonnes odeurs""]",Paru le : 24/03/2014,Céline Lamour-Crochet,,,"Un livre avec des odeurs à découvrir au fil des pages, accompagné d'un imagier pour apprendre les animaux, les fleurs et les plantes. Des photographies choisies avec soin pour faire découvrir la nature aux tout-petits. Une belle idée cadeau.","Date de parution : 24/03/2014 Editeur : Grenouille Editions Collection : Les bonnes odeurs ISBN : 978-2-36653-093-3 EAN : 9782366530933 Format : Album Présentation : Cartonné Nb. de pages : 16 pages Poids : 0,315 Kg Dimensions : 18,0 cm × 18,0 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Premières notions (0-3 ans) > Livres > Jeunesse > Albums 0-6 ans > Premières notions (0-3 ans) > Imagiers & premiers dictionnaires >
,,Mon livre de vacances à la montagne (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/6/5/9782366531015FS.gif,"[""Grenouille Editions"", ""Mon livre de vacances""]",Paru le : 08/07/2014,"Marie-Hélène Lafond, Joris Chamblain, Line Paquet, Isabelle Provost",Collectif,,"Bienvenue à la montagne ! Enfile vite tes moufles et ton bonnet, c'est le moment d'aller skier ! Nina va te présenter ses amis les ours, le chat Prosper dévale déjà sur les pistes et les marmottes t'attendent avec impatience... Quand tu auras terminé la lecture, n'oublie pas de faire les jeux et les activités, qui suivent chaque histoire, pour t'occuper pendant des heures !","Date de parution : 08/07/2014 Editeur : Grenouille Editions Collection : Mon livre de vacances ISBN : 978-2-36653-101-5 EAN : 9782366531015 Présentation : Broché Nb. de pages : 45 pages Poids : 0,59 Kg Dimensions : 24,5 cm × 30,5 cm × 0,9 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres-jeux > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres-jeux >"
,,Mon livre-jeux de princesses (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/6/5/9782366531060FS.gif,"[""Grenouille Editions"", ""Mon livre-jeux""]",Paru le : 27/01/2014,"Stella Maidment, Daniela Dogliani",Vincent Coigny (Traducteur),,"Résous les énigmes et aide Bella à se faire une amie. Dans chaque scène, trouve trois objets cachés... ainsi que Moustache, l'adorable boule de poil.","Date de parution : 27/01/2014 Editeur : Grenouille Editions Collection : Mon livre-jeux ISBN : 978-2-36653-106-0 EAN : 9782366531060 Format : Album Présentation : Broché Nb. de pages : 32 pages Poids : 0,17 Kg Dimensions : 23,1 cm × 25,3 cm × 0,4 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres-jeux > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres-jeux >"
,,Mon journal intime - Chats (Relié),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/6/5/9782366531107FS.gif,Grenouille Editions,Paru le : 24/12/2013,Grenouille éditions,,,,"Date de parution : 24/12/2013 Editeur : Grenouille Editions ISBN : 978-2-36653-110-7 EAN : 9782366531107 Présentation : Relié Nb. de pages : 180 pages Poids : 0,275 Kg Dimensions : 14,5 cm × 20,8 cm × 1,1 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres-jeux > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres-jeux >"
,,Mon journal intime - Cheval (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/6/5/9782366531114FS.gif,Grenouille Editions,Paru le : 24/12/2013,Grenouille éditions,,,,"Date de parution : 24/12/2013 Editeur : Grenouille Editions ISBN : 978-2-36653-111-4 EAN : 9782366531114 Présentation : Relié Nb. de pages : 180 pages Poids : 0,275 Kg Dimensions : 14,5 cm × 20,8 cm × 1,1 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres-jeux > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres-jeux >"
,,La sorcière d'opale (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/7/8/9782367890142FS.gif,Strapontins,Paru le : 01/03/2013,"Mara Montebrusco-Gaspari, Sabrina Tobal",,,"Omaid, un enfant afghan à la recherche de ses parents, rencontre Gula, une jeune sorcière hors du commun. Avec son fidèle chat siamois elle essayera de l'aider dans sa quête, entre l'Afghanistan et les plages du Pas-de-Calais. Cet album prêche la tolérance et l'acceptation des différences tout en restant un conte poétique avec en premier plan l'imaginaire et le fantastique.","Date de parution : 01/03/2013 Editeur : Strapontins ISBN : 978-2-36789-014-2 EAN : 9782367890142 Présentation : Broché Nb. de pages : 48 pages Poids : 0,14 Kg Dimensions : 19,0 cm × 15,0 cm × 0,5 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Les aventures de Lolotte et Totonne - Le passage secret (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/7/8/9782367890272FS.gif,Strapontins,Paru le : 23/03/2013,"Laurence De Greef, Yves Renda",,,"Cette année, Lolotte et Totone passent les grandes vacances chez leur grand-mère. Jamais, ils ne sont allés dans la maison de mamie et pour cette première fois, ils vont y rester sans leurs parents... Ils ne savent pas encore qu'une grande et merveilleuse aventure les y attend !","Date de parution : 23/03/2013 Editeur : Strapontins ISBN : 978-2-36789-027-2 EAN : 9782367890272 Format : Album Présentation : Broché Nb. de pages : 60 pages Poids : 0,147 Kg Dimensions : 15,0 cm × 21,0 cm × 0,3 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums petit format 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums petit format 3-6 ans > Autres collections >
,,Les petits bonheurs de Mademoiselle Pois (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/7/9/9782367900025FS.gif,"[""Nord Avril"", ""Estelle jeunesse""]",Paru le : 01/11/2012,"Anne Théréné, Gaëlle Vervelle-Berthelet",,,,"Date de parution : 01/11/2012 Editeur : Nord Avril Collection : Estelle jeunesse ISBN : 978-2-36790-002-5 EAN : 9782367900025 Format : Album Présentation : Broché Poids : 0,225 Kg",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Point à point (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/8/0/9782368082348FS.gif,Kimane,Paru le : 10/01/2015,Emily Golden Twomey,,,"Relie les points dans le bon ordre pour faire apparaître les belles illustrations cachées, puis colorie-les en laissant libre cours à ton imagination ! Un magnifique carnet de plus de 60 pages pour des heures d’amusement !","Date de parution : 10/01/2015 Editeur : Kimane ISBN : 978-2-36808-234-8 EAN : 9782368082348 Présentation : Broché Nb. de pages : 64 pages Poids : 0,201 Kg Dimensions : 18,7 cm × 24,5 cm × 0,7 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres-jeux > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres-jeux >"
,,Super point à point,,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/8/0/9782368082355FS.gif,Kimane,A paraître le : 02/04/2015,Collectif,,,"Destiné aux enfants de tous âges, ce carnet de coloriage permet d'aiguiser le sens de l'observation, de favoriser la concentration et de consolider l'apprentissage des nombres tout en s'amusant","Date de parution : 02/04/2015 Editeur : Kimane ISBN : 978-2-36808-235-5 EAN : 9782368082355 Nb. de pages : 64 pages Poids : 0,246 Kg Dimensions : 18,8 cm × 24,5 cm × 0,7 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Coloriages, gommettes & autocollants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Coloriages, gommettes & autocollants >"
,,Les Zani'mots (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/9/5/9782369510314FS.gif,"[""Angel Publications"", ""Etheline +""]",Paru le : 17/12/2014,Kris Arnal,Patrick Nater (Illustrateur),,COLORIAGES,"Date de parution : 17/12/2014 Editeur : Angel Publications Collection : Etheline + ISBN : 978-2-36951-031-4 EAN : 9782369510314 Présentation : Broché Nb. de pages : 32 pages Poids : 0,071 Kg Dimensions : 15,0 cm × 21,0 cm × 0,0 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 6-9 ans > Autres collections 6-9 ans >
,,Papa porte une robe (Relié),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/3/6/9/5/9782369560074FS.gif,Intervalles,Paru le : 18/06/2014,"Piotr Barsony, Bumcello, Maya Barsony",,,"Jo est un boxeur. Jo est connu pour son courage, sa force et son exceptionnel jeu de jambes. Malheureusement, au cours d'un combat, il reçoit de tels coups à la tête qu'il doit abandonner la boxe. Il doit maintenant trouver du travail pour élever son fils. Quand son médecin lui suggère de ""danser"" maintenant, il décide de le prendre au mot. Le voilà bientôt embauché dans un cabaret, à travailler la nuit, affublé d'une robe. Sa tête étant toujours très fragile, quelquefois, quand il rentre chez lui le matin et accompagne son fils à l'école, il oublie de se changer et garde sa robe de scène. Alors tous les enfants se moquent de lui. Un beau jour, pourtant, un petit chat se retrouve en danger, tétanisé de peur tout en haut d'un grand arbre. Qui donc pourra sauver le petit chat de ce mauvais pas ? Papa porte une robe conte l'histoire d'un père prêt à tout pour gagner sa vie et élever dignement son fils. C'est une histoire qui porte haut les couleurs d'une valeur essentielle pour tous : la tolérance.","Date de parution : 18/06/2014 Editeur : Intervalles ISBN : 978-2-36956-007-4 EAN : 9782369560074 Présentation : Relié Nb. de pages : 64 pages Poids : 0,37 Kg Dimensions : 22,5 cm × 33,0 cm × 0,6 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Albums 3-6 ans > Autres éditeurs >
,,Billy le tigre (Cartonné),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/5/0/8/0/9782508015533FS.gif,"[""Hemma"", ""Jolie cordelette""]",Paru le : 01/06/2012,Martin Irish,,,,"Date de parution : 01/06/2012 Editeur : Hemma Collection : Jolie cordelette ISBN : 978-2-508-01553-3 EAN : 9782508015533 Format : Album Présentation : Cartonné Poids : 0,055 Kg",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Pour les tout-petits (0-3 ans) > Livres > Jeunesse > Albums 0-6 ans > Tout-carton (0-3 ans) >
,,Je trace des lignes sans déborder - Gros contours en relief ! (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/5/0/8/0/9782508020193FS.gif,"[""Hemma"", ""... Sans déborder""]",Paru le : 04/04/2013,Nadine Piette,,,"Que c'est facile et amusant pour les tout-petits de s'exercer à l'écriture avec ""je trace des lignes sans déborder !"". Droites, courbes, zigzags sont joliment mis en scène au fil des pages pour guider les petites mains débutantes. Tracer des lignes entre les guides en relief, relier des points, colorier sans déborder… autant d'activités que l'enfant effectuera en s'amusant.","Date de parution : 04/04/2013 Editeur : Hemma Collection : ... Sans déborder ISBN : 978-2-508-02019-3 EAN : 9782508020193 Présentation : Broché Nb. de pages : 24 pages Poids : 0,14 Kg Dimensions : 19,7 cm × 20,2 cm × 0,5 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Coloriages, gommettes & autocollants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Coloriages, gommettes & autocollants >"
,,Mon bloc à colorier pour m'amuser - 3-5 ans (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/5/0/8/0/9782508020643FS.gif,Hemma,Paru le : 21/03/2013,Hemma,,,"Dans un format confortable, ce bloc propose à l'enfant des sujets à colorier, dans un look très actuel.","Date de parution : 21/03/2013 Editeur : Hemma ISBN : 978-2-508-02064-3 EAN : 9782508020643 Présentation : Broché Nb. de pages : 128 pages Poids : 0,19 Kg Dimensions : 14,7 cm × 21,4 cm × 1,1 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Coloriages, gommettes & autocollants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Coloriages, gommettes & autocollants >"
,,Mon bloc à colorier pour m'amuser - 3-5 ans (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/5/0/8/0/9782508020650FS.gif,Hemma,Paru le : 21/03/2013,Hemma,,,"Dans un format confortable, ce bloc propose à l'enfant des sujets à colorier, dans un look très actuel.","Date de parution : 21/03/2013 Editeur : Hemma ISBN : 978-2-508-02065-0 EAN : 9782508020650 Présentation : Broché Nb. de pages : 128 pages Poids : 0,19 Kg Dimensions : 14,6 cm × 21,2 cm × 1,1 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Coloriages, gommettes & autocollants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Coloriages, gommettes & autocollants >"
