link_to_book/_text,cover_image/_alt,link_to_book,link_to_book/_title,cover_image
"LLEGIR PER SABER: I DESPRÈS DE L'ESO, QUÈ? (Activitats)",Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-DESPR%C3%88S-Activitats/dp/8468310794/ref=sr_1_447/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-447,"LLEGIR PER SABER: I DESPRÈS DE L'ESO, QUÈ? (Activitats)",http://ecx.images-amazon.com/images/I/51QUY4kag7L._AA200_.jpg
LLEGIR PER SABER: LA PILOTA JAPLER (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-PILOTA-Activitats/dp/8468310913/ref=sr_1_448/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-448,LLEGIR PER SABER: LA PILOTA JAPLER (Activitats),http://ecx.images-amazon.com/images/I/51lclzwSW5L._AA200_.jpg
LLEGIR PER SABER: MAI NO TINGUEU 14 ANYS (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-TINGUEU-Activitats/dp/8468310867/ref=sr_1_449/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-449,LLEGIR PER SABER: MAI NO TINGUEU 14 ANYS (Activitats),http://ecx.images-amazon.com/images/I/51lB-Q5mN-L._AA200_.jpg
LLEGIR PER SABER: MORT A SIS VINT-I-CINC (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-VINT-I-CINC-Activitats/dp/8468310832/ref=sr_1_450/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-450,LLEGIR PER SABER: MORT A SIS VINT-I-CINC (Activitats),http://ecx.images-amazon.com/images/I/51Cd0LnoiwL._AA200_.jpg
LLEGIR PER SABER: SER O TENIR (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-TENIR-Activitats/dp/8468310964/ref=sr_1_451/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-451,LLEGIR PER SABER: SER O TENIR (Activitats),http://ecx.images-amazon.com/images/I/51lUakU4mJL._AA200_.jpg
8. Mr Smith ha desaparecido (Las 3 amigas),Detalles del producto,http://www.amazon.es/8-Smith-desaparecido-Las-amigas/dp/8468308870/ref=sr_1_452/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-452,8. Mr Smith ha desaparecido (Las 3 amigas),http://ecx.images-amazon.com/images/I/51DW4w%2Br%2BtL._AA200_.jpg
7. Un extranjero supermono (Las 3 amigas),Detalles del producto,http://www.amazon.es/7-extranjero-supermono-Las-amigas/dp/8468308862/ref=sr_1_453/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-453,7. Un extranjero supermono (Las 3 amigas),http://ecx.images-amazon.com/images/I/51rAdVmI%2BhL._AA200_.jpg
LLEGIR PER SABER: A LA RECERCA DEL TRESOR DE KOLA (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-RECERCA-Activitats/dp/8468310905/ref=sr_1_454/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-454,LLEGIR PER SABER: A LA RECERCA DEL TRESOR DE KOLA (Activitats),http://ecx.images-amazon.com/images/I/51LjLLk2LgL._AA200_.jpg
LLEGIR PER SABER: EL LLOP EDUCAT (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-EDUCAT-Activitats/dp/8468310972/ref=sr_1_455/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-455,LLEGIR PER SABER: EL LLOP EDUCAT (Activitats),http://ecx.images-amazon.com/images/I/51KrNwwnUbL._AA200_.jpg
LLEGIR PER SABER: LA FABULOSA HISTÒRIA DE L'ASSECADOR MÀGIC (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-LASSECADOR-Activitats/dp/8468310948/ref=sr_1_456/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-456,LLEGIR PER SABER: LA FABULOSA HISTÒRIA DE L'ASSECADOR MÀGIC (Activitats),http://ecx.images-amazon.com/images/I/516cs8zYxDL._AA200_.jpg
LLEGIR PER SABER: MOLSA (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-MOLSA-Activitats/dp/8468310883/ref=sr_1_457/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-457,LLEGIR PER SABER: MOLSA (Activitats),http://ecx.images-amazon.com/images/I/51-pHzFkn1L._AA200_.jpg
LLEGIR PER SABER: TESA (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-TESA-Activitats/dp/8468310859/ref=sr_1_458/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-458,LLEGIR PER SABER: TESA (Activitats),http://ecx.images-amazon.com/images/I/51ybHRMdNML._AA200_.jpg
LLEGIR PER SABER: VAQUES GUAPES (Activitats),Detalles del producto,http://www.amazon.es/LLEGIR-PER-SABER-VAQUES-Activitats/dp/846831093X/ref=sr_1_459/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-459,LLEGIR PER SABER: VAQUES GUAPES (Activitats),http://ecx.images-amazon.com/images/I/51lghKlNGfL._AA200_.jpg
CLAUDE en la ciudad,Detalles del producto,http://www.amazon.es/CLAUDE-ciudad-Nacionalidad-Britanico-Smith/dp/8468308609/ref=sr_1_460/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-460,CLAUDE en la ciudad,http://ecx.images-amazon.com/images/I/51uCGSHu2KL._AA200_.jpg
Claude en el circo,Detalles del producto,http://www.amazon.es/Claude-circo-Nacionalidad-Britanica-Smith/dp/8468308722/ref=sr_1_461/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-461,Claude en el circo,http://ecx.images-amazon.com/images/I/519xezHWjML._AA200_.jpg
CLAUDE a la ciutat,Detalles del producto,http://www.amazon.es/CLAUDE-ciutat-Nacionalidad-Britanica-Smith/dp/8468308730/ref=sr_1_462/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-462,CLAUDE a la ciutat,http://ecx.images-amazon.com/images/I/51XVo-DYT8L._AA200_.jpg
Claude al circ,Detalles del producto,http://www.amazon.es/Claude-circ-Nacionalidad-Britanico-Smith/dp/8468308757/ref=sr_1_463/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-463,Claude al circ,http://ecx.images-amazon.com/images/I/61aQk1TVnvL._AA200_.jpg
CLAUDE va de vacances,Detalles del producto,http://www.amazon.es/CLAUDE-vacances-Nacionalidad-Britanico-Smith/dp/8468308749/ref=sr_1_464/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-464,CLAUDE va de vacances,http://ecx.images-amazon.com/images/I/51V4bJTETiL._AA200_.jpg
EL CASO DEL ESPÍA CON EL VESTIDO DE FLORES (Cuatro amigos y medio),Detalles del producto,http://www.amazon.es/ESP%C3%8DA-VESTIDO-FLORES-Cuatro-amigos/dp/8468308676/ref=sr_1_465/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-465,EL CASO DEL ESPÍA CON EL VESTIDO DE FLORES (Cuatro amigos y medio),http://ecx.images-amazon.com/images/I/51TO7KOIAlL._AA200_.jpg
Piratas de andar por casa (Tucán azul),Detalles del producto,http://www.amazon.es/Piratas-andar-casa-Tuc%C3%A1n-azul/dp/8423676900/ref=sr_1_466/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-466,Piratas de andar por casa (Tucán azul),http://ecx.images-amazon.com/images/I/51ONtmcoTlL._AA200_.jpg
L'Alba ja no va tenir més por (Tucà blau),Detalles del producto,http://www.amazon.es/LAlba-tenir-m%C3%A9s-Tuc%C3%A0-blau/dp/8423678008/ref=sr_1_467/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-467,L'Alba ja no va tenir més por (Tucà blau),http://ecx.images-amazon.com/images/I/51uxWwQwSSL._AA200_.jpg
La Laia I L'Horripilant Monstre de Xampú (Tucà blau),Detalles del producto,http://www.amazon.es/Laia-LHorripilant-Monstre-Xamp%C3%BA-Tuc%C3%A0/dp/8423683648/ref=sr_1_468/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-468,La Laia I L'Horripilant Monstre de Xampú (Tucà blau),http://ecx.images-amazon.com/images/I/51sHcS3GPCL._AA200_.jpg
Les llágrimes de Shiva (Periscopi),Detalles del producto,http://www.amazon.es/ll%C3%A1grimes-Shiva-Periscopi-Mallorqu%C3%AD-Corral/dp/8423679004/ref=sr_1_469/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-469,Les llágrimes de Shiva (Periscopi),http://ecx.images-amazon.com/images/I/41hLLhae0XL._AA200_.jpg
EL LAZARILLO (ADAPTACIÓN PARA ESTUDIANTES) (CLÁSICOS PARA ESTUDIANTES),Detalles del producto,http://www.amazon.es/LAZARILLO-ADAPTACI%C3%93N-PARA-ESTUDIANTES-CL%C3%81SICOS/dp/8423696340/ref=sr_1_470/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-470,EL LAZARILLO (ADAPTACIÓN PARA ESTUDIANTES) (CLÁSICOS PARA ESTUDIANTES),http://ecx.images-amazon.com/images/I/51YFjagmwYL._AA200_.jpg
Una casa con encanto (Periscopio),Detalles del producto,http://www.amazon.es/Una-casa-con-encanto-Periscopio/dp/8423675181/ref=sr_1_471/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-471,Una casa con encanto (Periscopio),http://ecx.images-amazon.com/images/I/51ZmQrsXJQL._AA200_.jpg
Terror a la xarxa II: La dona amb el cor ple de tempestes,Detalles del producto,http://www.amazon.es/Terror-xarxa-II-dona-tempestes/dp/8468308234/ref=sr_1_472/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-472,Terror a la xarxa II: La dona amb el cor ple de tempestes,http://ecx.images-amazon.com/images/I/41RQPQTYl6L._AA200_.jpg
El dia del ratolí (Tucà blau),Detalles del producto,http://www.amazon.es/dia-del-ratol%C3%AD-Tuc%C3%A0-blau/dp/8423675912/ref=sr_1_473/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-473,El dia del ratolí (Tucà blau),http://ecx.images-amazon.com/images/I/51dm0dQB3RL._AA200_.jpg
2. ¡LAS CHICAS AL PODER! (Las 3 amigas),Detalles del producto,http://www.amazon.es/%C2%A1LAS-CHICAS-PODER-Las-amigas/dp/8468300098/ref=sr_1_474/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-474,2. ¡LAS CHICAS AL PODER! (Las 3 amigas),http://ecx.images-amazon.com/images/I/51QvfpHKlfL._AA200_.jpg
ESPEJISMOS: POEMAS ENTRE EL SUELO Y EL CIELO (Siente La Poesia),Detalles del producto,http://www.amazon.es/ESPEJISMOS-POEMAS-ENTRE-Siente-Poesia/dp/8468308854/ref=sr_1_475/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-475,ESPEJISMOS: POEMAS ENTRE EL SUELO Y EL CIELO (Siente La Poesia),http://ecx.images-amazon.com/images/I/51TjLI50NkL._AA200_.jpg
VENTANALES: POEMAS PARA MIRAR EL MUNDO (Siente La Poesia),Detalles del producto,http://www.amazon.es/VENTANALES-POEMAS-MIRAR-Siente-Poesia/dp/8468308846/ref=sr_1_476/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-476,VENTANALES: POEMAS PARA MIRAR EL MUNDO (Siente La Poesia),http://ecx.images-amazon.com/images/I/51pvAJEvNQL._AA200_.jpg
ZOO VIVO: POEMAS CON ANIMALES (Siente La Poesia),Detalles del producto,http://www.amazon.es/ZOO-VIVO-POEMAS-ANIMALES-Siente/dp/8468308838/ref=sr_1_477/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-477,ZOO VIVO: POEMAS CON ANIMALES (Siente La Poesia),http://ecx.images-amazon.com/images/I/51Su%2BHqUEaL._AA200_.jpg
"Au, emboliqueu la troca (PERISCOPI)",Detalles del producto,http://www.amazon.es/emboliqueu-PERISCOPI-Andreu-Mart%C3%ADn-Farrero/dp/842368296X/ref=sr_1_478/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-478,"Au, emboliqueu la troca (PERISCOPI)",http://ecx.images-amazon.com/images/I/41ZoGj8ddBL._AA200_.jpg
Demonios en camiseta (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/Demonios-en-camiseta-TUC%C3%81N-AZUL/dp/8423676862/ref=sr_1_479/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-479,Demonios en camiseta (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51utBw0f8WL._AA200_.jpg
8. LLUMS NEGRES A LA MUNTANYA SAGRADA (Els sense por),Detalles del producto,http://www.amazon.es/LLUMS-NEGRES-MUNTANYA-SAGRADA-sense/dp/8468309001/ref=sr_1_480/277-0095640-4855012?s=books&ie=UTF8&qid=1422595730&sr=1-480,8. LLUMS NEGRES A LA MUNTANYA SAGRADA (Els sense por),http://ecx.images-amazon.com/images/I/51%2BRmoV43uL._AA200_.jpg
Vol. 2-La maldición del Tigre Blanco,Detalles del producto,http://www.amazon.es/Vol-maldici%C3%B3n-del-Tigre-Blanco/dp/8468308765/ref=sr_1_481/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-481,Vol. 2-La maldición del Tigre Blanco,http://ecx.images-amazon.com/images/I/519l2r5w4SL._AA200_.jpg
"Chelo Holmes, detective privado (Tucán naranja)",Detalles del producto,http://www.amazon.es/Chelo-Holmes-detective-privado-naranja/dp/8468308897/ref=sr_1_482/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-482,"Chelo Holmes, detective privado (Tucán naranja)",http://ecx.images-amazon.com/images/I/51ALC1lkAyL._AA200_.jpg
MUNDO SUBMARINO EN 3D,Detalles del producto,http://www.amazon.es/SUBMARINO-Heidrun-Kiegel-Nacionalidad-Alemana/dp/8468308773/ref=sr_1_483/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-483,MUNDO SUBMARINO EN 3D,http://ecx.images-amazon.com/images/I/511iszwe5HL._AA200_.jpg
Parque Muerte (Premio edebé de literatura Infantil),Detalles del producto,http://www.amazon.es/Parque-Muerte-Premio-literatura-Infantil-ebook/dp/B00DQCFJBY/ref=sr_1_484/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-484,Parque Muerte (Premio edebé de literatura Infantil),"http://ecx.images-amazon.com/images/I/51ujJnzAHrL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
Adivinanzas de nuestra tierra (TREN AZUL: MIS CUENTOS FAVORITOS),Detalles del producto,http://www.amazon.es/Adivinanzas-nuestra-tierra-TREN-AZUL/dp/8423694925/ref=sr_1_485/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-485,Adivinanzas de nuestra tierra (TREN AZUL: MIS CUENTOS FAVORITOS),http://ecx.images-amazon.com/images/I/51DTFgmgfzL._AA200_.jpg
Alexandra y las siete pruebas,Detalles del producto,http://www.amazon.es/Alexandra-y-las-siete-pruebas-ebook/dp/B00DG07W98/ref=sr_1_486/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-486,Alexandra y las siete pruebas,"http://ecx.images-amazon.com/images/I/51sAE%2BycYxL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
"Último deseo, de Fernando Lalana y Jose Videgaín (Periscopio)",Detalles del producto,http://www.amazon.es/%C3%9Altimo-Fernando-Lalana-Videga%C3%ADn-Periscopio/dp/8468308323/ref=sr_1_487/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-487,"Último deseo, de Fernando Lalana y Jose Videgaín (Periscopio)",http://ecx.images-amazon.com/images/I/41yTyHq1DSL._AA200_.jpg
"La BIBLIA de los niños (CÓMIC), de Picanyol (Biblioteca Religiosa)",Detalles del producto,http://www.amazon.es/BIBLIA-ni%C3%B1os-Picanyol-Biblioteca-Religiosa/dp/8468308714/ref=sr_1_488/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-488,"La BIBLIA de los niños (CÓMIC), de Picanyol (Biblioteca Religiosa)",http://ecx.images-amazon.com/images/I/61Zecnhj%2BlL._AA200_.jpg
PAPÁ SE HA PERDIDO (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/PAP%C3%81-SE-PERDIDO-TUC%C3%81N-AZUL/dp/8423687686/ref=sr_1_489/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-489,PAPÁ SE HA PERDIDO (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51QaY5xbJsL._AA200_.jpg
LA PATA PACA (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/PATA-PACA-TUC%C3%81N-AZUL/dp/8423687678/ref=sr_1_490/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-490,LA PATA PACA (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51rdQsl0JtL._AA200_.jpg
Els vestits de la Panxeta (Tucan blau),Detalles del producto,http://www.amazon.es/Els-vestits-Panxeta-Tucan-blau/dp/8423679446/ref=sr_1_491/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-491,Els vestits de la Panxeta (Tucan blau),http://ecx.images-amazon.com/images/I/51ZcmuFWyPL._AA200_.jpg
Selección de cuentos del siglo XIX (Clásicos edebé),Detalles del producto,http://www.amazon.es/Selecci%C3%B3n-cuentos-siglo-Cl%C3%A1sicos-edeb%C3%A9/dp/8423667456/ref=sr_1_492/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-492,Selección de cuentos del siglo XIX (Clásicos edebé),http://ecx.images-amazon.com/images/I/416%2BndPS2PL._AA200_.jpg
El fantasma de l?escola (TUCAN BLAU),Detalles del producto,http://www.amazon.es/El-fantasma-escola-TUCAN-BLAU/dp/8423677192/ref=sr_1_493/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-493,El fantasma de l?escola (TUCAN BLAU),http://ecx.images-amazon.com/images/I/51hdIQLbEDL._AA200_.jpg
El monstruo azul (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/El-monstruo-azul-TUC%C3%81N-AZUL/dp/8423681750/ref=sr_1_494/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-494,El monstruo azul (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51K%2Bu32m4gL._AA200_.jpg
EL RUGIDO DE LA VIDA (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/EL-RUGIDO-VIDA-TUC%C3%81N-VERDE/dp/8423688674/ref=sr_1_495/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-495,EL RUGIDO DE LA VIDA (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/51Trgl38Y%2BL._AA200_.jpg
Tomás está enamorado (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/Tom%C3%A1s-est%C3%A1-enamorado-TUC%C3%81N-AZUL/dp/8423681769/ref=sr_1_496/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-496,Tomás está enamorado (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51Gk5AGvWOL._AA200_.jpg
La trampa de la cobra (TUCAN ROJO),Detalles del producto,http://www.amazon.es/trampa-cobra-TUCAN-ROJO/dp/8423675602/ref=sr_1_497/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-497,La trampa de la cobra (TUCAN ROJO),http://ecx.images-amazon.com/images/I/51dj8rrJn-L._AA200_.jpg
Goliath (Trilogía Leviathan parte III),Detalles del producto,http://www.amazon.es/Goliath-Trilog%C3%ADa-Leviathan-parte-III/dp/8468307009/ref=sr_1_498/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-498,Goliath (Trilogía Leviathan parte III),"http://ecx.images-amazon.com/images/I/51rsZO6GFPL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
Descobreix Un Secret (TREN BLAU: ELS MEUS CONTES PREFERITS),Detalles del producto,http://www.amazon.es/Descobreix-Secret-TREN-BLAU-PREFERITS/dp/8423692671/ref=sr_1_499/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-499,Descobreix Un Secret (TREN BLAU: ELS MEUS CONTES PREFERITS),http://ecx.images-amazon.com/images/I/51jdBIyJozL._AA200_.jpg
Behemoth (Trilogía Leviathan parte II),Detalles del producto,http://www.amazon.es/Behemoth-Trilog%C3%ADa-Leviathan-parte-II/dp/8468306983/ref=sr_1_500/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-500,Behemoth (Trilogía Leviathan parte II),"http://ecx.images-amazon.com/images/I/51f%2BSO9T7OL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
El Llop Educat (TREN BLAU: ELS MEUS CONTES PREFERITS),Detalles del producto,http://www.amazon.es/Llop-Educat-TREN-BLAU-PREFERITS/dp/8423693538/ref=sr_1_501/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-501,El Llop Educat (TREN BLAU: ELS MEUS CONTES PREFERITS),http://ecx.images-amazon.com/images/I/61gmQC7vybL._AA200_.jpg
El mirall del futur (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/mirall-del-futur-TUC%C3%81N-VERDE/dp/8423675777/ref=sr_1_502/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-502,El mirall del futur (TUCÁN VERDE),http://ecx.images-amazon.com/images/I/51NWnnSwlaL._AA200_.jpg
"Un lleó a l'atur, de Núria Homs (Literatura infantil y juvenil)",Detalles del producto,http://www.amazon.es/latur-N%C3%BAria-Literatura-infantil-juvenil/dp/8468308145/ref=sr_1_503/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-503,"Un lleó a l'atur, de Núria Homs (Literatura infantil y juvenil)",http://ecx.images-amazon.com/images/I/51Um2flYgEL._AA200_.jpg
"El Loco del Martinete, de Paulette Jonguitud (Literatura infantil y juvenil)",Detalles del producto,http://www.amazon.es/Martinete-Paulette-Jonguitud-Literatura-infantil/dp/8468308668/ref=sr_1_504/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-504,"El Loco del Martinete, de Paulette Jonguitud (Literatura infantil y juvenil)",http://ecx.images-amazon.com/images/I/51yMVLWweDL._AA200_.jpg
"Un león en el paro, de Núria Homs (Literatura infantil y juvenil)",Detalles del producto,http://www.amazon.es/le%C3%B3n-N%C3%BAria-Literatura-infantil-juvenil/dp/8468308153/ref=sr_1_505/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-505,"Un león en el paro, de Núria Homs (Literatura infantil y juvenil)",http://ecx.images-amazon.com/images/I/515ZI0zw4tL._AA200_.jpg
Premi EDEBÉ de Lit. Infantil 2011: A la recerca del Tresor de Kola (Tuca Verd),Detalles del producto,http://www.amazon.es/Premi-EDEB%C3%89-Lit-Infantil-2011/dp/8468301620/ref=sr_1_506/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-506,Premi EDEBÉ de Lit. Infantil 2011: A la recerca del Tresor de Kola (Tuca Verd),http://ecx.images-amazon.com/images/I/51uqseHEEgL._AA200_.jpg
"CHISPAS, de Antonio Skarmeta (Tucán azul)",Detalles del producto,http://www.amazon.es/CHISPAS-Antonio-Skarmeta-Tuc%C3%A1n-azul/dp/8468308889/ref=sr_1_507/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-507,"CHISPAS, de Antonio Skarmeta (Tucán azul)",http://ecx.images-amazon.com/images/I/51BmLkvSr0L._AA200_.jpg
Cordelluna (Periscopio),Detalles del producto,http://www.amazon.es/Cordelluna-Periscopio-Elia-Barcel%C3%B3-Esteve/dp/8423687198/ref=sr_1_508/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-508,Cordelluna (Periscopio),"http://ecx.images-amazon.com/images/I/41ibsF4bJbL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
L'Enigma Altai (PERISCOPI),Detalles del producto,http://www.amazon.es/LEnigma-Altai-PERISCOPI-Miquel-Ferrer/dp/8423695999/ref=sr_1_509/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-509,L'Enigma Altai (PERISCOPI),http://ecx.images-amazon.com/images/I/51ALwtSJwrL._AA200_.jpg
"I després de l'ESO, què? (PERISCOPI)",Detalles del producto,http://www.amazon.es/I-despr%C3%A9s-lESO-qu%C3%A8-PERISCOPI/dp/8423681963/ref=sr_1_510/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-510,"I després de l'ESO, què? (PERISCOPI)",http://ecx.images-amazon.com/images/I/51IC03-RsPL._AA200_.jpg
Mai No Tingueu 14 Anys (PERISCOPI),Detalles del producto,http://www.amazon.es/Mai-No-Tingueu-Anys-PERISCOPI/dp/8423688283/ref=sr_1_511/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-511,Mai No Tingueu 14 Anys (PERISCOPI),http://ecx.images-amazon.com/images/I/51dnjs0d6UL._AA200_.jpg
LA MORT A SIS VINT-I-CINC (PERISCOPI),Detalles del producto,http://www.amazon.es/MORT-SIS-VINT-I-CINC-PERISCOPI/dp/8423695743/ref=sr_1_512/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-512,LA MORT A SIS VINT-I-CINC (PERISCOPI),"http://ecx.images-amazon.com/images/I/41IPwx5FLmL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
Tester (Provador) (PERISCOPI),Detalles del producto,http://www.amazon.es/Tester-Provador-PERISCOPI-Jordi-Sierra/dp/8423697584/ref=sr_1_513/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-513,Tester (Provador) (PERISCOPI),http://ecx.images-amazon.com/images/I/51rK-pUicYL._AA200_.jpg
¡Agua va! (Literatura infantil y juvenil),Detalles del producto,http://www.amazon.es/%C2%A1Agua-Literatura-infantil-juvenil-Igerabide/dp/8423684822/ref=sr_1_514/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-514,¡Agua va! (Literatura infantil y juvenil),http://ecx.images-amazon.com/images/I/51i39MujSIL._AA200_.jpg
La Fabulosa Història de L'Assecador Màgic (Tucan Taronja),Detalles del producto,http://www.amazon.es/Fabulosa-Hist%C3%B2ria-LAssecador-M%C3%A0gic-Taronja/dp/8423699803/ref=sr_1_515/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-515,La Fabulosa Història de L'Assecador Màgic (Tucan Taronja),http://ecx.images-amazon.com/images/I/51CZDY4iZcL._AA200_.jpg
Llamando a las puertas del cielo (PERISCOPIO),Detalles del producto,http://www.amazon.es/Llamando-las-puertas-cielo-PERISCOPIO/dp/842368072X/ref=sr_1_516/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-516,Llamando a las puertas del cielo (PERISCOPIO),http://ecx.images-amazon.com/images/I/41rTu0WlI3L._AA200_.jpg
El Dia Que La Mimí Va Desaparèixer (Tucà blau),Detalles del producto,http://www.amazon.es/Dia-Mim%C3%AD-Desapar%C3%A8ixer-Tuc%C3%A0-blau/dp/8423693376/ref=sr_1_517/278-4896867-8504925?s=books&ie=UTF8&qid=1422595731&sr=1-517,El Dia Que La Mimí Va Desaparèixer (Tucà blau),http://ecx.images-amazon.com/images/I/51RBGvoRw8L._AA200_.jpg
