image,book_page_url,title,pub_date,series,author,isbn,format,publisher,language,page,title,category
http://ecx.images-amazon.com/images/I/61IWqnO-04L._AA160_.jpg,http://www.amazon.it/%C3%88-matematico-Anna-Cerasoli/dp/8867143166/ref=sr_1_492/280-4425044-2814768?s=books&ie=UTF8&qid=1414921910&sr=1-492,È matematico!,– 4 nov 2014,Collana: Album,di Anna Cerasoli (Autore),ISBN-13: 978-8867143160,Copertina flessibile,Editore: Emme Edizioni (4 novembre 2014),,Copertina flessibile: 256 pagine,È matematico!,"Libri > Libri per bambini e ragazzi > Letteratura e narrativa Libri > Libri per bambini e ragazzi > Scienze, natura e tecnologia"
http://ecx.images-amazon.com/images/I/51RlhnuQV%2BL._AA160_.jpg,http://www.amazon.it/Boris-il-lupo-Con-adesivi/dp/8851123535/ref=sr_1_493/280-4425044-2814768?s=books&ie=UTF8&qid=1414921910&sr=1-493,Boris il lupo. Con adesivi,– 4 nov 2014,,di Aa.Vv. (Autore),ISBN-13: 978-8851123536,Copertina rigida,Editore: De Agostini (4 novembre 2014),,Copertina rigida: 48 pagine,Boris il lupo. Con adesivi,"Libri > Libri per bambini e ragazzi > Libri interattivi Libri > Libri per bambini e ragazzi > Scienze, natura e tecnologia"
http://ecx.images-amazon.com/images/I/61sIZ9-ZH%2BL._AA160_.jpg,http://www.amazon.it/Camilla-principessa-grassottella-sonoro-pop-up/dp/2889350118/ref=sr_1_494/280-4425044-2814768?s=books&ie=UTF8&qid=1414921910&sr=1-494,Camilla la principessa grassottella. Libro sonoro e pop-up,– 4 nov 2014,,"di Carolina Zanotti (Autore), Sam Ita (Autore), K. Le (Illustratore) & 0 altro",ISBN-13: 978-2889350117,Cartonato,Editore: Nuinui (4 novembre 2014),,Cartonato: 22 pagine,Camilla la principessa grassottella. Libro sonoro e pop-up,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51ltdDbZfyL._AA160_.jpg,http://www.amazon.it/Che-notte-questa-G-Stella/dp/8866562238/ref=sr_1_495/280-4425044-2814768?s=books&ie=UTF8&qid=1414921910&sr=1-495,Che notte è questa,– 4 nov 2014,Collana: Varia,di G. Stella (Illustratore),ISBN-13: 978-8866562238,Copertina rigida,Editore: Einaudi Ragazzi (4 novembre 2014),,Copertina rigida: 256 pagine,Che notte è questa,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51dJew46RCL._AA160_.jpg,http://www.amazon.it/Chi-ha-rapito-baronessa-Augusta/dp/8847731933/ref=sr_1_496/280-4425044-2814768?s=books&ie=UTF8&qid=1414921910&sr=1-496,Chi ha rapito la baronessa Augusta?,– 4 nov 2014,Collana: Crepapelle,di Gionata Bernasconi (Autore),ISBN-13: 978-8847731936,Copertina flessibile,Editore: EL (4 novembre 2014),,Copertina flessibile: 112 pagine,Chi ha rapito la baronessa Augusta?,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51zNJqOlHEL._AA160_.jpg,http://www.amazon.it/metamorfosi-Storie-di-mitologia/dp/8804644389/ref=sr_1_497/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-497,Le metamorfosi. Storie di mitologia,– 4 nov 2014,Collana: Contemporanea,di Roberto Piumini (Autore),ISBN-13: 978-8804644385,Copertina flessibile,Editore: Mondadori (4 novembre 2014),,Copertina flessibile: 150 pagine,Le metamorfosi. Storie di mitologia,Libri > Libri per bambini e ragazzi > Fiabe
http://ecx.images-amazon.com/images/I/61lWRR2sibL._AA160_.jpg,http://www.amazon.it/Eugenio-puzzette-Libro-sonoro-pop-up/dp/288935010X/ref=sr_1_498/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-498,Eugenio e le puzzette. Libro sonoro e pop-up,– 4 nov 2014,,"di Giancarlo Macrì (Autore), Sam Ita (Autore), K. Le (Illustratore) & 0 altro",ISBN-13: 978-2889350100,Cartonato,Editore: Nuinui (4 novembre 2014),,Cartonato: 22 pagine,Eugenio e le puzzette. Libro sonoro e pop-up,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/61nlSResIsL._AA160_.jpg,http://www.amazon.it/Un-tesoro-pieno-di-fiabe/dp/880464432X/ref=sr_1_499/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-499,Un tesoro pieno di fiabe,– 21 ott 2014,Collana: Fiabe classiche,,ISBN-13: 978-8804644323,Copertina flessibile,Editore: Mondadori (21 ottobre 2014),,Copertina flessibile: 192 pagine,Un tesoro pieno di fiabe,Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51QoeEbQoML._AA160_.jpg,http://www.amazon.it/Furti-misteri-campeggio-delle-streghe/dp/8866562106/ref=sr_1_500/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-500,Furti e misteri al campeggio delle streghe,– 4 nov 2014,Collana: Storie e rime,"di Francesca Ruggiu Traversi (Autore), S. Turconi (Illustratore)",ISBN-13: 978-8866562108,Copertina flessibile,Editore: Einaudi Ragazzi (4 novembre 2014),,Copertina flessibile: 144 pagine,Furti e misteri al campeggio delle streghe,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51GYngSbbqL._AA160_.jpg,http://www.amazon.it/Giacomina-e-il-pulcino-Paolino/dp/8867143131/ref=sr_1_501/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-501,Giacomina e il pulcino Paolino,– 4 nov 2014,Collana: Prime pagine,di Nicoletta Costa (Autore),ISBN-13: 978-8867143139,Copertina flessibile,Editore: Emme Edizioni (4 novembre 2014),,Copertina flessibile: 40 pagine,Giacomina e il pulcino Paolino,Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/61xekUFOnZL._AA160_.jpg,http://www.amazon.it/Giacomo-cacciatore-strabilianti-avventure-coraggioso/dp/2889350029/ref=sr_1_502/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-502,Giacomo cacciatore di mostri. Le strabilianti avventure di un piccolo eroe coraggioso. Libro sonoro e pop-up,– 4 nov 2014,,"di Carolina Zanotti (Autore), David Hawcock (Autore), Darinka (Illustratore) & 0 altro",ISBN-13: 978-2889350025,Cartonato,Editore: Nuinui (4 novembre 2014),,Cartonato: 28 pagine,Giacomo cacciatore di mostri. Le strabilianti avventure di un piccolo eroe coraggioso. Libro sonoro e pop-up,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51nt2mce%2BSL._AA160_.jpg,http://www.amazon.it/Gip-televisore-altre-storie-orbita/dp/8866562130/ref=sr_1_503/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-503,Gip nel televisore e altre storie in orbita,– 4 nov 2014,Collana: La biblioteca di Gianni Rodari,"di Gianni Rodari (Autore), G. Bracesco (Illustratore)",ISBN-13: 978-8866562139,Copertina flessibile,Editore: Einaudi Ragazzi (4 novembre 2014),,Copertina flessibile: 168 pagine,Gip nel televisore e altre storie in orbita,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51DaNmH0SlL._AA160_.jpg,http://www.amazon.it/Il-piccolo-grande-bruco-Maisazio/dp/880464236X/ref=sr_1_504/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-504,Il piccolo grande bruco Maisazio,– 4 nov 2014,Collana: I libri attivi,di Eric Carle (Autore),ISBN-13: 978-8804642367,Copertina flessibile,Editore: Mondadori (4 novembre 2014),,Copertina flessibile: 32 pagine,Il piccolo grande bruco Maisazio,Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/5179v6KwT1L._AA160_.jpg,http://www.amazon.it/pinguini-Madagascar-libro-con-adesivi/dp/8804648872/ref=sr_1_505/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-505,I pinguini di Madagascar. Il libro con gli adesivi,– 4 nov 2014,,,ISBN-13: 978-8804648871,Copertina flessibile,Editore: Mondadori (4 novembre 2014),,Copertina flessibile,I pinguini di Madagascar. Il libro con gli adesivi,Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51n9UQiyqZL._AA160_.jpg,http://www.amazon.it/pinguini-Madagascar-storia-immagini-film/dp/8804648880/ref=sr_1_506/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-506,I pinguini di Madagascar. La storia con le immagini del film,– 4 nov 2014,,,ISBN-13: 978-8804648888,Copertina flessibile,Editore: Mondadori (4 novembre 2014),,Copertina flessibile,I pinguini di Madagascar. La storia con le immagini del film,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/615pj1kxXjL._AA160_.jpg,http://www.amazon.it/Labominevole-ratto-delle-Geronimo-Stilton/dp/8856635089/ref=sr_1_507/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-507,L'abominevole ratto delle nevi,– 4 nov 2014,Collana: I Preistotopi,di Geronimo Stilton (Autore),ISBN-13: 978-8856635089,Copertina flessibile,Editore: Piemme (4 novembre 2014),,Copertina flessibile: 128 pagine,L'abominevole ratto delle nevi,Libri > Libri per bambini e ragazzi > Avventura Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51Bgh0suoRL._AA160_.jpg,http://www.amazon.it/grotta-delle-meraviglie-Noor-Baba/dp/8856636077/ref=sr_1_508/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-508,La grotta delle meraviglie,– 4 nov 2014,Collana: Il batt. vap.Avventure del piccolo Simbad,"di Noor Baba (Autore), B. Bongini (Illustratore)",ISBN-13: 978-8856636079,Copertina flessibile,Editore: Piemme (4 novembre 2014),,Copertina flessibile: 96 pagine,La grotta delle meraviglie,Libri > Libri per bambini e ragazzi > Avventura
http://ecx.images-amazon.com/images/I/61cR%2BmiT6mL._AA160_.jpg,http://www.amazon.it/Il-covone-collerico-Scooby-Doo/dp/8856636042/ref=sr_1_509/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-509,Il covone collerico. Scooby-Doo!,– 4 nov 2014,Collana: Il battello a vapore. Scooby-Doo!,,ISBN-13: 978-8856636048,Copertina flessibile,Editore: Piemme (4 novembre 2014),,Copertina flessibile: 96 pagine,Il covone collerico. Scooby-Doo!,Libri > Gialli e Thriller Libri > Libri per bambini e ragazzi > Gialli e Thriller Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51hpHCc5qhL._AA160_.jpg,http://www.amazon.it/flauto-venti-Nelle-terre-Purion/dp/885663628X/ref=sr_1_510/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-510,Il flauto dei venti. Nelle terre di Purion,– 4 nov 2014,,di Luca Azzolini (Autore),ISBN-13: 978-8856636284,Copertina rigida,Editore: Piemme (4 novembre 2014),,Copertina rigida: 192 pagine,Il flauto dei venti. Nelle terre di Purion,"Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy"
http://ecx.images-amazon.com/images/I/41-GnDq0Y5L._AA160_.jpg,http://www.amazon.it/libro-del-beb%C3%A8-Farfalla-rossa/dp/884773195X/ref=sr_1_511/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-511,Il libro del bebè. Farfalla rossa,– 4 nov 2014,Collana: Varia,di Aa.Vv. (Autore),ISBN-13: 978-8847731950,Copertina flessibile,Editore: EL (4 novembre 2014),,Copertina flessibile: 8 pagine,Il libro del bebè. Farfalla rossa,Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51HDqzWH4zL._AA160_.jpg,http://www.amazon.it/paese-Juan-Maria-Teresa-Andruetto-ebook/dp/B00OSRHI10/ref=sr_1_512/275-6832205-1712949?s=books&ie=UTF8&qid=1414921913&sr=1-512,Il paese di Juan,,,,,,Editore: MONDADORI (4 novembre 2014),Lingua: Italiano,Formato: Formato Kindle,,Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Letteratura e narrativa Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51qfry1jQnL._AA160_.jpg,http://www.amazon.it/Io-sono-sei-Silvia-Roncaglia/dp/885662379X/ref=sr_1_513/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-513,"Io sono, tu sei",– 4 nov 2014,,"di Silvia Roncaglia (Autore), Antongionata Ferrari (Autore)",ISBN-13: 978-8856623796,Copertina rigida,Editore: Piemme (4 novembre 2014),,Copertina rigida: 32 pagine,"Io sono, tu sei",Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51R3VDCsnkL._AA160_.jpg,http://www.amazon.it/Irresistibile-Abbi-Glines/dp/8804647876/ref=sr_1_514/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-514,Irresistibile,– 4 nov 2014,Collana: Oscar bestsellers,"di Abbi Glines (Autore), M. Carozzi (Traduttore)",ISBN-13: 978-8804647874,Copertina flessibile,Editore: Mondadori (4 novembre 2014),,Copertina flessibile: 252 pagine,Irresistibile,Libri > Libri per bambini e ragazzi > Letteratura e narrativa Libri > Romanzi rosa
http://ecx.images-amazon.com/images/I/51RQV1gpH7L._AA160_.jpg,http://www.amazon.it/cronache-di-Narnia-Clive-Lewis/dp/8804646845/ref=sr_1_515/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-515,Le cronache di Narnia,– 4 nov 2014,Collana: Prime pagine,di Nicoletta Costa (Autore),ISBN-13: 978-8867143122,Copertina rigida,Editore: Emme Edizioni (4 novembre 2014),,Copertina rigida: 288 pagine,Le più belle storie della nuvola Olga. Con adesivi,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51YDK4gE8ZL._AA160_.jpg,http://www.amazon.it/belle-storie-della-nuvola-adesivi/dp/8867143123/ref=sr_1_516/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-516,Le più belle storie della nuvola Olga. Con adesivi,– 4 nov 2014,,di Clive S. Lewis (Autore),ISBN-13: 978-8804646846,Copertina flessibile,Editore: Mondadori (4 novembre 2014),,Copertina flessibile: 750 pagine,Le cronache di Narnia,"Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy"
http://ecx.images-amazon.com/images/I/51%2BcpR31OXL._AA160_.jpg,http://www.amazon.it/storie-della-merla-Fabrizio-Silei/dp/8866562041/ref=sr_1_517/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-517,Le storie della merla,– 4 nov 2014,Collana: Storie storie,"di Fabrizio Silei (Autore), Stefania Manzi (Illustratore)",ISBN-13: 978-8866562047,Copertina rigida,Editore: Einaudi Ragazzi (4 novembre 2014),,Copertina rigida: 128 pagine,Le storie della merla,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/510hVVXfhgL._AA160_.jpg,http://www.amazon.it/Leo-il-leone-Con-adesivi/dp/885112292X/ref=sr_1_518/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-518,Leo il leone. Con adesivi,– 4 nov 2014,,di Aa.Vv. (Autore),ISBN-13: 978-8851122928,Copertina rigida,Editore: De Agostini (4 novembre 2014),,Copertina rigida: 48 pagine,Leo il leone. Con adesivi,"Libri > Libri per bambini e ragazzi > Libri interattivi Libri > Libri per bambini e ragazzi > Scienze, natura e tecnologia"
http://ecx.images-amazon.com/images/I/516rw9cC21L._AA160_.jpg,http://www.amazon.it/scudo-pietra-Nelle-terre-Purion/dp/8856636271/ref=sr_1_519/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-519,Lo scudo di pietra. Nelle terre di Purion,– 4 nov 2014,,di Luca Azzolini (Autore),ISBN-13: 978-8856636277,Copertina rigida,Editore: Piemme (4 novembre 2014),,Copertina rigida: 192 pagine,Lo scudo di pietra. Nelle terre di Purion,"Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy"
http://ecx.images-amazon.com/images/I/51tgNuYXJyL._AA160_.jpg,http://www.amazon.it/Notte-Natale-Barbara-Bartos-H%C3%B6ppner/dp/886656205X/ref=sr_1_520/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-520,Notte di Natale,– 4 nov 2014,Collana: Storie storie,"di Barbara Bartos Höppner (Autore), R. Seelig (Illustratore)",ISBN-13: 978-8866562054,Copertina rigida,Editore: Einaudi Ragazzi (4 novembre 2014),,Copertina rigida: 128 pagine,Notte di Natale,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51YN4ybyDVL._AA160_.jpg,http://www.amazon.it/Origami-Dinosauri-gadget-Michael-LaFosse/dp/8854026182/ref=sr_1_521/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-521,Origami. Dinosauri. Con gadget,– 4 nov 2014,Collana: White Star Kids,di Michael G. LaFosse (Autore),ISBN-13: 978-8854026186,Copertina flessibile,Editore: White Star (4 novembre 2014),,Copertina flessibile: 64 pagine,Origami. Dinosauri. Con gadget,Libri > Libri per bambini e ragazzi > Hobby e tempo libero
http://ecx.images-amazon.com/images/I/51r38kTYq1L._AA160_.jpg,http://www.amazon.it/Origami-Fantastiche-creature-Con-gadget/dp/8854026174/ref=sr_1_522/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-522,Origami. Fantastiche creature. Con gadget,– 4 nov 2014,Collana: White Star Kids,di Michael G. LaFosse (Autore),ISBN-13: 978-8854026179,Copertina flessibile,Editore: White Star (4 novembre 2014),,Copertina flessibile: 48 pagine,Origami. Fantastiche creature. Con gadget,Libri > Libri per bambini e ragazzi > Hobby e tempo libero
http://ecx.images-amazon.com/images/I/51hzirE3HSL._AA160_.jpg,http://www.amazon.it/Disegna-animali-Passo-passo-gadget/dp/8867143115/ref=sr_1_523/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-523,Disegna gli animali. Passo a passo. Con gadget,– 11 nov 2014,Collana: A pagine aperte,di Kate Ashton (Autore),ISBN-13: 978-8867143115,Copertina flessibile,Editore: Emme Edizioni (11 novembre 2014),,Copertina flessibile: 32 pagine,Disegna gli animali. Passo a passo. Con gadget,Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/516XIxP04uL._AA160_.jpg,http://www.amazon.it/Sono-cavaliere-Leggi-gioca-gadget/dp/8867142682/ref=sr_1_524/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-524,Sono un cavaliere! Leggi e gioca. Con gadget,– 4 nov 2014,Collana: A pagine aperte,di Christine Swift (Autore),ISBN-13: 978-8867142682,Copertina flessibile,Editore: Emme Edizioni (4 novembre 2014),,Copertina flessibile: 24 pagine,Sono un cavaliere! Leggi e gioca. Con gadget,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51cmIr4qIjL._AA160_.jpg,http://www.amazon.it/Perch%C3%A9-io-no-Thierry-Robberecht/dp/8856629836/ref=sr_1_525/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-525,Perché io no?,– 4 nov 2014,,di Thierry Robberecht (Autore),ISBN-13: 978-8856629835,Copertina rigida,Editore: Piemme (4 novembre 2014),,Copertina rigida: 32 pagine,Perché io no?,Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/51e5C0odg0L._AA160_.jpg,http://www.amazon.it/Quando-i-barbari-scesero-Roma/dp/8866562068/ref=sr_1_526/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-526,Quando i barbari scesero a Roma,– 4 nov 2014,Collana: Storie e rime,"di Stefano Bordiglioni (Autore), F. Fiorin (Illustratore)",ISBN-13: 978-8866562061,Copertina flessibile,Editore: Einaudi Ragazzi (4 novembre 2014),,Copertina flessibile: 136 pagine,Quando i barbari scesero a Roma,Libri > Libri per bambini e ragazzi > Narrativa storica
http://ecx.images-amazon.com/images/I/61AFcbupQHL._AA160_.jpg,http://www.amazon.it/Rachele-mare-Libro-sonoro-pop-up/dp/2889350002/ref=sr_1_527/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-527,Rachele e il mare. Libro sonoro e pop-up,– 4 nov 2014,,"di Giancarlo Macrì (Autore), Sam Ita (Autore), K. Le (Illustratore) & 0 altro",ISBN-13: 978-2889350001,Cartonato,Editore: Nuinui (4 novembre 2014),,Cartonato: 26 pagine,Rachele e il mare. Libro sonoro e pop-up,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/61sF2IDANqL._AA160_.jpg,http://www.amazon.it/Shao-Gregorio-Libro-sonoro-pop-up/dp/2889350010/ref=sr_1_528/275-2646683-2660219?s=books&ie=UTF8&qid=1414921916&sr=1-528,Shao Li e il lupo Gregorio. Libro sonoro e pop-up,– 4 nov 2014,,"di Giancarlo Macrì (Autore), Sam Ita (Autore)",ISBN-13: 978-2889350018,Cartonato,Editore: Nuinui (4 novembre 2014),,Cartonato: 26 pagine,Shao Li e il lupo Gregorio. Libro sonoro e pop-up,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51b7etIQWuL._AA160_.jpg,http://www.amazon.it/Soo-il-panda-Con-adesivi/dp/8851123543/ref=sr_1_529/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-529,Soo il panda. Con adesivi,– 4 nov 2014,,di Aa.Vv. (Autore),ISBN-13: 978-8851123543,Copertina rigida,Editore: De Agostini (4 novembre 2014),,Copertina rigida: 48 pagine,Soo il panda. Con adesivi,"Libri > Libri per bambini e ragazzi > Scienze, natura e tecnologia"
http://ecx.images-amazon.com/images/I/51Q8HZoBKnL._AA160_.jpg,http://www.amazon.it/Storie-draghi-Libro-sonoro-pop-up/dp/2889350126/ref=sr_1_530/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-530,Storie di draghi. Libro sonoro e pop-up,– 4 nov 2014,,"di Giancarlo Macrì (Autore), David Hawcock (Autore)",ISBN-13: 978-2889350124,Cartonato,Editore: Nuinui (4 novembre 2014),,Cartonato: 28 pagine,Storie di draghi. Libro sonoro e pop-up,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51sgq8lZNkL._AA160_.jpg,http://www.amazon.it/Storielle-al-contrario-Vivian-Lamarque/dp/8866562076/ref=sr_1_531/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-531,Storielle al contrario,– 4 nov 2014,Collana: Storie e rime,"di Vivian Lamarque (Autore), A. L. Cantone (Illustratore)",ISBN-13: 978-8866562078,Copertina flessibile,Editore: Einaudi Ragazzi (4 novembre 2014),,Copertina flessibile: 160 pagine,Storielle al contrario,"Libri > Libri per bambini e ragazzi > Famiglia, problemi personali e sociali Libri > Libri per bambini e ragazzi > Letteratura e narrativa > Racconti"
http://ecx.images-amazon.com/images/I/51XmqTRezqL._AA160_.jpg,http://www.amazon.it/Una-coppia-vincente-Victoria-Eveleigh/dp/8866562114/ref=sr_1_532/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-532,Una coppia vincente,– 4 nov 2014,Collana: Storie e rime,"di Victoria Eveleigh (Autore), C. Eveleigh (Illustratore)",ISBN-13: 978-8866562115,Copertina flessibile,Editore: Einaudi Ragazzi (4 novembre 2014),,Copertina flessibile: 176 pagine,Una coppia vincente,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
http://ecx.images-amazon.com/images/I/51tzqxWJKVL._AA160_.jpg,http://www.amazon.it/Una-giornata-con-piccoli-amici/dp/8847731461/ref=sr_1_533/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-533,Una giornata con i piccoli amici,– 4 nov 2014,Collana: Varia,di Aa.Vv. (Autore),ISBN-13: 978-8847731462,Copertina flessibile,Editore: EL (4 novembre 2014),,Copertina flessibile: 8 pagine,Una giornata con i piccoli amici,Libri > Libri per bambini e ragazzi > Libri illustrati
http://ecx.images-amazon.com/images/I/41YZ0Fm7%2BuL._AA160_.jpg,http://www.amazon.it/Crapman-Choclate-Chip-Z-Z-Orpo-ebook/dp/B00OZ02ZPY/ref=sr_1_534/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-534,Crapman vs. Choclate Chip,,,,,,,Lingua: Italiano,Formato: Formato Kindle,,Kindle Store > eBook Kindle > Fumetti e manga Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Fumetti e manga Libri > Fumetti e manga > Narrativa a fumetti Libri > Libri per bambini e ragazzi > Fumetti e manga
http://ecx.images-amazon.com/images/I/41VFgrr3-kL._AA160_.jpg,http://www.amazon.it/Abitanti-Come-Noi-Troy-Emily/dp/150303724X/ref=sr_1_535/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-535,Abitanti Come Noi: Troy&Emily: 1,– 1 nov 2014,Collana: Abitanti come noi,"di Silvia MacSell (Autore), Cinzia Colombini (Fotografo)",ISBN-13: 978-1503037243,Copertina flessibile,Editore: CreateSpace Independent Publishing Platform (1 novembre 2014),,Copertina flessibile: 734 pagine,Abitanti Come Noi: Troy&Emily: 1,"Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy"
http://ecx.images-amazon.com/images/I/41TBWShv5TL._AA160_.jpg,http://www.amazon.it/barchetta-quattro-Raccolta-illustrato-bambini-ebook/dp/B00P4YAA2K/ref=sr_1_536/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-536,"Betta la barchetta, quattro storie (Raccolta) (Libro illustrato per bambini)",,,,,,,Lingua: Italiano,Formato: Formato Kindle,,Kindle Store > eBook Kindle > Libri per bambini e ragazzi > Fiabe Libri > Libri per bambini e ragazzi > Fiabe
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Filastrocche-dei-topolini-Thanh-Van-Ton-That/dp/8897539408/ref=sr_1_537/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-537,Filastrocche dei topolini,– 1 nov 2014,Collana: tZiano,"di Thanh-Van Ton-That (Autore), A. Desideri (Traduttore)",ISBN-13: 978-8897539407,Copertina rigida,Editore: Portaparole (1 novembre 2014),,Copertina rigida: 60 pagine,Filastrocche dei topolini,Libri > Libri per bambini e ragazzi > Letteratura e narrativa > Poesia
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Marietto-e-sue-amiche-speciali/dp/8898516142/ref=sr_1_538/279-1126326-6524560?s=books&ie=UTF8&qid=1414921919&sr=1-538,Marietto e le sue amiche speciali,– 1 nov 2014,,di Antonietta Di Capua (Autore),ISBN-13: 978-8898516148,Copertina flessibile,Editore: Il Quaderno Edizioni (1 novembre 2014),,Copertina flessibile: 90 pagine,Marietto e le sue amiche speciali,Libri > Libri per bambini e ragazzi > Letteratura e narrativa
