image,book_page_url,title,pub_date,series,author,isbn,format,publisher,language,page,title,category
http://ecx.images-amazon.com/images/I/514K8Lk2f0L._AA160_.jpg,http://www.amazon.it/Angelina-grande-spettacolo-Libro-pop-up/dp/884519972X/ref=sr_1_43/276-4231659-4809567?s=books&ie=UTF8&qid=1414921825&sr=1-43,Angelina e il grande spettacolo. Libro pop-up,– 27 ago 2014,,"di Katharine Holabird (Autore), Helen Craig (Autore), R. Catania Marrone (Traduttore) & 0 altro",ISBN-13: 978-8845199721,Copertina rigida,Editore: Fabbri (27 agosto 2014),Lingua: Italiano,Copertina rigida: 26 pagine,Angelina e il grande spettacolo. Libro pop-up,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Animali-bosco-contrari-valigia-piena/dp/9462446822/ref=sr_1_44/276-4231659-4809567?s=books&ie=UTF8&qid=1414921825&sr=1-44,Animali del bosco. I contrari. La mia valigia piena di...,– 13 nov 2014,,,ISBN-13: 978-9462446823,Cartonato,Editore: Yoyo Books (13 novembre 2014),,Cartonato: 12 pagine,Animali del bosco. I contrari. La mia valigia piena di...,Libri > Libri per bambini e ragazzi > Primo apprendimento
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Animali-delloceano-numeri-valigia-piena/dp/9462446814/ref=sr_1_45/276-4231659-4809567?s=books&ie=UTF8&qid=1414921825&sr=1-45,Animali dell'oceano. I numeri. La mia valigia piena di...,– 13 nov 2014,,,ISBN-13: 978-9462446816,Cartonato,Editore: Yoyo Books (13 novembre 2014),,Cartonato: 12 pagine,Animali dell'oceano. I numeri. La mia valigia piena di...,Libri > Libri per bambini e ragazzi > Primo apprendimento
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Animali-della-fattoria-parole-valigia/dp/9462446849/ref=sr_1_46/276-4231659-4809567?s=books&ie=UTF8&qid=1414921825&sr=1-46,Animali della fattoria. Le parole. La mia valigia piena di...,– 13 nov 2014,,,ISBN-13: 978-9462446847,Cartonato,Editore: Yoyo Books (13 novembre 2014),,Cartonato: 12 pagine,Animali della fattoria. Le parole. La mia valigia piena di...,Libri > Libri per bambini e ragazzi > Primo apprendimento
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Animali-selvaggi-colori-valigia-piena/dp/9462446830/ref=sr_1_47/276-4231659-4809567?s=books&ie=UTF8&qid=1414921825&sr=1-47,Animali selvaggi. I colori. La mia valigia piena di...,– 13 nov 2014,,,ISBN-13: 978-9462446830,Cartonato,Editore: Yoyo Books (13 novembre 2014),,Cartonato: 12 pagine,Animali selvaggi. I colori. La mia valigia piena di...,Libri > Libri per bambini e ragazzi > Primo apprendimento
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/della-foresta-Libro-sonoro-pop-up/dp/8868371308/ref=sr_1_48/276-4231659-4809567?s=books&ie=UTF8&qid=1414921825&sr=1-48,Voci della foresta. Libro sonoro e pop-up,– 13 nov 2014,Collana: Apri e ascolta,,ISBN-13: 978-8868371302,Copertina rigida,Editore: Crealibri (13 novembre 2014),,Copertina rigida: 18 pagine,Voci della foresta. Libro sonoro e pop-up,Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Atlante-storico-Ragazzi-Aa-Vv/dp/8851124949/ref=sr_1_49/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-49,Atlante storico. Ragazzi,– 11 nov 2014,Collana: Grandi atlanti,di Aa.Vv. (Autore),ISBN-13: 978-8851124946,Copertina rigida,Editore: De Agostini (11 novembre 2014),,Copertina rigida: 360 pagine,Atlante storico. Ragazzi,Libri > Libri per bambini e ragazzi > Consultazione e informazione
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Babbo-Natale-formiche-Philippe-Corentin/dp/8883623266/ref=sr_1_50/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-50,Babbo Natale e le formiche,– 13 nov 2014,Collana: Bababum,"di Philippe Corentin (Autore), A. Morpurgo (Traduttore)",ISBN-13: 978-8883623264,Copertina flessibile,Editore: Babalibri (13 novembre 2014),,Copertina flessibile: 40 pagine,Babbo Natale e le formiche,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Il-compleanno-del-signor-Guglielmo/dp/888362324X/ref=sr_1_51/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-51,Il compleanno del signor Guglielmo,– 13 nov 2014,Collana: Bababum,"di Anais Vaugelade (Autore), F. Rocca (Traduttore)",ISBN-13: 978-8883623240,Copertina flessibile,Editore: Babalibri (13 novembre 2014),,Copertina flessibile: 32 pagine,Il compleanno del signor Guglielmo,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Il-litigio-Claude-Boujon/dp/8883623258/ref=sr_1_52/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-52,Il litigio,– 13 nov 2014,Collana: Bababum,"di Claude Boujon (Autore), S. Cella (Traduttore)",ISBN-13: 978-8883623257,Copertina flessibile,Editore: Babalibri (13 novembre 2014),,Copertina flessibile: 44 pagine,Il litigio,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Linverno-della-famiglia-Topini-Iwamura/dp/8883623231/ref=sr_1_53/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-53,L'inverno della famiglia Topini,– 13 nov 2014,Collana: Bababum,"di Iwamura Kazuo (Autore), A. Suzuki (Traduttore)",ISBN-13: 978-8883623233,Copertina flessibile,Editore: Babalibri (13 novembre 2014),,Copertina flessibile: 40 pagine,L'inverno della famiglia Topini,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Babbo-Natale-Buon-Natale-Galloway/dp/8868900785/ref=sr_1_54/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-54,Babbo Natale. Buon Natale!,– 1 gen 2030,,"di Galloway (Autore), Giovanna Mantegazza (Autore)",ISBN-13: 978-8868900786,Cartonato,Editore: La Coccinella (1 gennaio 2030),,Cartonato: 12 pagine,Babbo Natale. Buon Natale!,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Bau-Libro-sonoro-Lodovica-Cima/dp/8861884261/ref=sr_1_55/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-55,Bau! Bau! Libro sonoro,– 1 gen 2030,,"di Lodovica Cima (Autore), Elena Giorgio (Autore)",ISBN-13: 978-8861884267,Copertina flessibile,Editore: Ape Junior (1 gennaio 2030),,Copertina flessibile,Bau! Bau! Libro sonoro,Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Bebo-Olivia-a-scuola/dp/9462447152/ref=sr_1_56/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-56,Bebo & Olivia a scuola,– 13 nov 2014,,,ISBN-13: 978-9462447158,Cartonato,Editore: Yoyo Books (13 novembre 2014),,Cartonato: 20 pagine,Bebo & Olivia a scuola,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Beeh/dp/8861884288/ref=sr_1_57/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-57,Beeh!,– 1 gen 2030,,,ISBN-13: 978-8861884281,Copertina flessibile,Editore: Ape Junior (1 gennaio 2030),,Copertina flessibile,Beeh!,Libri > Libri per bambini e ragazzi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Raven-boys-Maggie-Stiefvater/dp/881707781X/ref=sr_1_58/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-58,Raven boys,– 12 nov 2014,Collana: Best BUR,di Maggie Stiefvater (Autore),ISBN-13: 978-8817077811,Copertina flessibile,Editore: BUR Biblioteca Univ. Rizzoli (12 novembre 2014),,Copertina flessibile,Raven boys,"Libri > Fantascienza, Horror e Fantasy > Horror Libri > Gialli e Thriller Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Horror"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Cake-party-Minnie/dp/8852219196/ref=sr_1_59/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-59,Cake & party. Minnie,– 13 nov 2014,,,ISBN-13: 978-8852219191,Copertina flessibile,Editore: Walt Disney Company Italia (13 novembre 2014),,Copertina flessibile: 46 pagine,Cake & party. Minnie,Libri > Libri per bambini e ragazzi > Hobby e tempo libero
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Cappuccetto-Rosso-Le-fiabe-indimenticabili/dp/9460339735/ref=sr_1_60/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-60,Cappuccetto Rosso. Le fiabe indimenticabili,– 1 gen 2030,,,ISBN-13: 978-9460339738,Copertina flessibile,Editore: Yoyo Books (1 gennaio 2030),,Copertina flessibile,Cappuccetto Rosso. Le fiabe indimenticabili,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Cenerentola-Le-fiabe-indimenticabili/dp/9460339565/ref=sr_1_61/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-61,Cenerentola. Le fiabe indimenticabili,– 1 gen 2030,,,ISBN-13: 978-9460339561,Copertina flessibile,Editore: Yoyo Books (1 gennaio 2030),,Copertina flessibile,Cenerentola. Le fiabe indimenticabili,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Codinobianco-e-il-cappello-pensante/dp/8865122803/ref=sr_1_62/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-62,Codinobianco e il cappello pensante,– 12 nov 2014,Collana: Libri per bambini,di Miriam Dompieri Negri (Autore),ISBN-13: 978-8865122808,Copertina flessibile,Editore: Marcianum Press (12 novembre 2014),,Copertina flessibile: 88 pagine,Codinobianco e il cappello pensante,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Conosciamo-zampe-cuccioli-principesse-Palace/dp/885221920X/ref=sr_1_63/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-63,Conosciamo i 4 zampe con i cuccioli delle principesse. Palace pets,– 27 ago 2014,Collana: Libri stickers,"di Jessica Greenwell (Autore), Marina Aizen (Autore), F. Logi (Traduttore) & 0 altro",ISBN-13: 978-1409578406,Copertina flessibile,Editore: Usborne Publishing (27 agosto 2014),,Copertina flessibile: 24 pagine,Conta con me. Con adesivi,Libri > Libri per bambini e ragazzi > Libri interattivi Libri > Libri per bambini e ragazzi > Primo apprendimento
http://ecx.images-amazon.com/images/I/51eJyne9VIL._AA160_.jpg,http://www.amazon.it/Conta-con-me-Con-adesivi/dp/1409578402/ref=sr_1_64/279-0409841-3797644?s=books&ie=UTF8&qid=1414921828&sr=1-64,Conta con me. Con adesivi,– 13 nov 2014,Collana: Libri cartonati,,ISBN-13: 978-8852219207,Copertina flessibile,Editore: Walt Disney Company Italia (13 novembre 2014),,Copertina flessibile: 40 pagine,Conosciamo i 4 zampe con i cuccioli delle principesse. Palace pets,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Cos%C3%A8-questo-rumore-Spotty-Eric/dp/8845199843/ref=sr_1_65/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-65,Cos'è questo rumore Spotty?,– 12 nov 2014,,di Eric Hill (Autore),ISBN-13: 978-8845199844,Copertina flessibile,Editore: Fabbri (12 novembre 2014),,Copertina flessibile,Cos'è questo rumore Spotty?,Libri > Libri per bambini e ragazzi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Crea-tuo-Natale-Frozen-gadget/dp/8852219161/ref=sr_1_66/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-66,Crea il tuo Natale. Frozen. Con gadget,– 13 nov 2014,,,ISBN-13: 978-8852219160,Copertina flessibile,Editore: Walt Disney Company Italia (13 novembre 2014),,Copertina flessibile: 70 pagine,Crea il tuo Natale. Frozen. Con gadget,Libri > Libri per bambini e ragazzi > Hobby e tempo libero
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Il-guerriero-delleternit%C3%A0-Clea-Benedetti/dp/8891503134/ref=sr_1_67/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-67,Il guerriero dell'eternità,– 12 nov 2014,Collana: Crossing,di Clea Benedetti (Autore),ISBN-13: 978-8891503138,Copertina rigida,Editore: Fabbri (12 novembre 2014),,Copertina rigida: 250 pagine,Il guerriero dell'eternità,"Libri > Fantascienza, Horror e Fantasy > Horror Libri > Gialli e Thriller Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Horror"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Divergent-Cofanetto-Veronica-Roth/dp/8851127085/ref=sr_1_68/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-68,Divergent. Cofanetto,– 18 nov 2014,Collana: Le gemme,di Veronica Roth (Autore),ISBN-13: 978-8851127084,Copertina flessibile,Editore: De Agostini (18 novembre 2014),,Copertina flessibile,Divergent. Cofanetto,"Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantascienza"
http://ecx.images-amazon.com/images/I/51rzc3zWfML._AA160_.jpg,http://www.amazon.it/Dormi-e-sogna-con-Peppa/dp/880979740X/ref=sr_1_69/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-69,Dormi e sogna con Peppa,– 8 ott 2014,Collana: Peppa Pig,di Silvia D'Achille (Autore),ISBN-13: 978-8809797406,Copertina flessibile,Editore: Giunti Kids (8 ottobre 2014),Lingua: Italiano,Copertina flessibile: 50 pagine,Dormi e sogna con Peppa,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Dragon-trainer-2-libro-puzzle/dp/8845199746/ref=sr_1_70/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-70,Dragon trainer 2. Il libro puzzle,– 1 gen 2030,Collana: Varia 6-9 anni,di Aa.Vv. (Autore),ISBN-13: 978-8845199745,Copertina flessibile,Editore: Fabbri (1 gennaio 2030),Lingua: Italiano,Copertina flessibile,Dragon trainer 2. Il libro puzzle,Libri > Libri per bambini e ragazzi > Libri interattivi
http://ecx.images-amazon.com/images/I/51-qsvyV-NL._AA160_.jpg,http://www.amazon.it/Dumbo/dp/8852202005/ref=sr_1_71/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-71,Dumbo,– 1 gen 2030,Collana: I classici Disney,,ISBN-13: 978-8852202001,Copertina flessibile,Editore: Walt Disney Company Italia (1 gennaio 2030),,Copertina flessibile,Dumbo,Libri > Libri per bambini e ragazzi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Fashion-book-stile-Frozen-gadget/dp/8852219145/ref=sr_1_72/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-72,Fashion book. Crea il tuo stile! Frozen. Con gadget,– 13 nov 2014,,,ISBN-13: 978-8852219146,Copertina flessibile,Editore: Walt Disney Company Italia (13 novembre 2014),,Copertina flessibile: 63 pagine,Fashion book. Crea il tuo stile! Frozen. Con gadget,Libri > Libri per bambini e ragazzi > Hobby e tempo libero
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Filastrocche-tradizionali-Treno-a-colori/dp/8863636451/ref=sr_1_73/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-73,Filastrocche tradizionali. Treno a colori,– 1 gen 2030,,,ISBN-13: 978-8863636451,Copertina rigida,Editore: Edizioni del Baldo (1 gennaio 2030),,Copertina rigida: 32 pagine,Filastrocche tradizionali. Treno a colori,Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Forme-e-colori-Sorpresa/dp/9461955863/ref=sr_1_74/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-74,Forme e colori. Sorpresa!,– 1 gen 2030,,,ISBN-13: 978-9461955869,Copertina flessibile,Editore: Yoyo Books (1 gennaio 2030),,Copertina flessibile,Forme e colori. Sorpresa!,Libri > Libri per bambini e ragazzi > Primo apprendimento
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Frozen-Con-adesivi/dp/885221917X/ref=sr_1_75/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-75,Frozen. Con adesivi,– 13 nov 2014,Collana: Staccattacca e colora,,ISBN-13: 978-8852219177,Copertina flessibile,Editore: Walt Disney Company Italia (13 novembre 2014),,Copertina flessibile: 18 pagine,Frozen. Con adesivi,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Frozen-Stencil-storie/dp/8852218963/ref=sr_1_76/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-76,Frozen. Stencil storie,– 13 nov 2014,,,ISBN-13: 978-8852218965,Copertina flessibile,Editore: Walt Disney Company Italia (13 novembre 2014),,Copertina flessibile: 15 pagine,Frozen. Stencil storie,Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Gli-amici-della-foresta/dp/9460339387/ref=sr_1_77/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-77,Gli amici della foresta,– 1 gen 2030,,,ISBN-13: 978-9460339387,Copertina flessibile,Editore: Yoyo Books (1 gennaio 2030),,Copertina flessibile,Gli amici della foresta,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Gli-anelli-dellamicizia-Mia-me/dp/8891509787/ref=sr_1_78/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-78,Gli anelli dell'amicizia. Mia and me,– 12 nov 2014,Collana: Varia 6-9 anni,di Aa. Vv. (Autore),ISBN-13: 978-8891509789,Copertina flessibile,Editore: Fabbri (12 novembre 2014),,Copertina flessibile,Gli anelli dell'amicizia. Mia and me,"Libri > Libri per bambini e ragazzi > Fantascienza, Horror e Fantasy > Fantasy Libri > Libri per bambini e ragazzi > Libri illustrati"
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/cuccioli-principesse-Superstaccattacca-Special-adesivi/dp/8852219218/ref=sr_1_79/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-79,I cuccioli delle principesse. Palace pets. Superstaccattacca Special. Con adesivi,– 13 nov 2014,Collana: Superstaccattacca,,ISBN-13: 978-8852219214,Copertina flessibile,Editore: Walt Disney Company Italia (13 novembre 2014),,Copertina flessibile: 84 pagine,I cuccioli delle principesse. Palace pets. Superstaccattacca Special. Con adesivi,Libri > Libri per bambini e ragazzi > Libri illustrati Libri > Libri per bambini e ragazzi > Libri interattivi
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/I-cucciolotti/dp/9460339352/ref=sr_1_80/278-2349950-0037927?s=books&ie=UTF8&qid=1414921831&sr=1-80,I cucciolotti,– 1 gen 2030,,,ISBN-13: 978-9460339356,Copertina flessibile,Editore: Yoyo Books (1 gennaio 2030),,Copertina flessibile,I cucciolotti,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/Palace-pets/dp/8852217436/ref=sr_1_81/276-4027256-3170504?s=books&ie=UTF8&qid=1414921834&sr=1-81,Palace pets,– 13 nov 2014,Collana: I librottini,,ISBN-13: 978-8852217432,Cartonato,Editore: Walt Disney Company Italia (13 novembre 2014),,Cartonato: 28 pagine,Palace pets,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/I-mestieri/dp/8865263857/ref=sr_1_82/276-4027256-3170504?s=books&ie=UTF8&qid=1414921834&sr=1-82,I mestieri,– 13 nov 2014,Collana: Mille immagini,,ISBN-13: 978-8865263853,Copertina flessibile,Editore: Nord-Sud (13 novembre 2014),,Copertina flessibile: 124 pagine,I mestieri,Libri > Libri per bambini e ragazzi > Soldi e lavoro
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/I-miei-teneri-amici/dp/9460339360/ref=sr_1_83/276-4027256-3170504?s=books&ie=UTF8&qid=1414921834&sr=1-83,I miei teneri amici,– 1 gen 2030,,,ISBN-13: 978-9460339363,Copertina flessibile,Editore: Yoyo Books (1 gennaio 2030),,Copertina flessibile,I miei teneri amici,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/I-ricordi-di-Mamette-Nob/dp/8867901273/ref=sr_1_84/276-4027256-3170504?s=books&ie=UTF8&qid=1414921834&sr=1-84,I ricordi di Mamette,– 13 nov 2014,Collana: Tipitondi,di Nob (Autore),ISBN-13: 978-8867901272,Copertina flessibile,Editore: Tunué (13 novembre 2014),,Copertina flessibile: 96 pagine,I ricordi di Mamette,Libri > Libri per bambini e ragazzi > Fumetti e manga
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/segreti-per-diventare-una-principessa/dp/885221898X/ref=sr_1_85/276-4027256-3170504?s=books&ie=UTF8&qid=1414921834&sr=1-85,I segreti per diventare una principessa,– 13 nov 2014,,,ISBN-13: 978-8852218989,Copertina flessibile,Editore: Walt Disney Company Italia (13 novembre 2014),,Copertina flessibile: 144 pagine,I segreti per diventare una principessa,Libri > Libri per bambini e ragazzi > Libri illustrati
http://g-ecx.images-amazon.com/images/G/29/x-site/icons/no-img-lg._AA160_.gif,http://www.amazon.it/I-tre-porcellini-fiabe-indimenticabili/dp/9460339751/ref=sr_1_86/276-4027256-3170504?s=books&ie=UTF8&qid=1414921834&sr=1-86,I tre porcellini. Le fiabe indimenticabili,– 1 gen 2030,,,ISBN-13: 978-9460339752,Copertina flessibile,Editore: Yoyo Books (1 gennaio 2030),,Copertina flessibile,I tre porcellini. Le fiabe indimenticabili,Libri > Libri per bambini e ragazzi > Libri illustrati
